trade_date,period,regime,market_gate,raw_candidates,entry_pass_top10,entry_pass_top20
2014-05-27,pre,SIDEWAYS,False,13,0,0
2014-05-28,pre,SIDEWAYS,False,11,0,0
2014-05-29,pre,SIDEWAYS,False,12,1,1
2014-05-30,pre,SIDEWAYS,False,11,0,0
2014-06-02,pre,SIDEWAYS,False,9,0,0
2014-06-03,pre,SIDEWAYS,False,14,0,0
2014-06-05,pre,SIDEWAYS,False,8,1,1
2014-06-09,pre,SIDEWAYS,False,13,0,0
2014-06-10,pre,SIDEWAYS,False,6,0,0
2014-06-11,pre,SIDEWAYS,False,8,1,1
2014-06-12,pre,SIDEWAYS,False,12,0,0
2014-06-13,pre,SIDEWAYS,False,9,1,1
2014-06-16,pre,SIDEWAYS,False,5,0,0
2014-06-17,pre,SIDEWAYS,False,8,0,0
2014-06-18,pre,SIDEWAYS,False,4,0,0
2014-06-19,pre,SIDEWAYS,False,6,0,0
2014-06-20,pre,CRASH,False,16,0,0
2014-06-23,pre,CRASH,False,8,0,0
2014-06-24,pre,SIDEWAYS,False,6,1,1
2014-06-25,pre,CRASH,False,9,1,1
2014-06-26,pre,SIDEWAYS,False,5,1,1
2014-06-27,pre,CRASH,False,6,2,2
2014-06-30,pre,BULL,True,7,0,0
2014-07-01,pre,BULL,True,12,0,0
2014-07-02,pre,BULL,True,7,1,1
2014-07-03,pre,BULL,True,7,0,0
2014-07-04,pre,BULL,True,8,0,0
2014-07-07,pre,BULL,True,16,0,0
2014-07-08,pre,BULL,True,6,0,0
2014-07-09,pre,BULL,True,16,1,1
2014-07-10,pre,BULL,True,6,0,0
2014-07-11,pre,BEAR,False,17,0,0
2014-07-14,pre,BEAR,False,13,0,0
2014-07-15,pre,BULL,True,4,0,0
2014-07-16,pre,BULL,True,27,0,0
2014-07-17,pre,BULL,True,18,0,0
2014-07-18,pre,BULL,True,9,1,1
2014-07-21,pre,BULL,True,11,0,0
2014-07-22,pre,BULL,True,18,1,1
2014-07-23,pre,BULL,True,8,0,0
2014-07-24,pre,BULL,True,10,1,1
2014-07-25,pre,BULL,True,16,0,0
2014-07-28,pre,SIDEWAYS,False,10,0,0
2014-07-29,pre,SIDEWAYS,False,5,0,0
2014-07-30,pre,SIDEWAYS,False,14,0,0
2014-07-31,pre,SIDEWAYS,False,12,0,0
2014-08-01,pre,SIDEWAYS,False,5,0,0
2014-08-04,pre,SIDEWAYS,False,12,0,0
2014-08-05,pre,SIDEWAYS,False,7,0,0
2014-08-06,pre,SIDEWAYS,False,12,0,0
2014-08-07,pre,SIDEWAYS,False,14,0,0
2014-08-08,pre,SIDEWAYS,False,10,0,0
2014-08-11,pre,SIDEWAYS,False,5,0,0
2014-08-12,pre,SIDEWAYS,False,8,0,0
2014-08-13,pre,BULL,True,13,0,0
2014-08-14,pre,BULL,True,7,0,0
2014-08-18,pre,BULL,True,14,1,1
2014-08-19,pre,BULL,True,8,0,0
2014-08-20,pre,BULL,True,8,0,0
2014-08-21,pre,SIDEWAYS,False,4,1,1
2014-08-22,pre,SIDEWAYS,False,9,0,0
2014-08-25,pre,BULL,True,10,1,1
2014-08-26,pre,BULL,True,16,0,0
2014-08-27,pre,BULL,True,12,0,0
2014-08-28,pre,BULL,True,18,0,0
2014-08-29,pre,BULL,True,12,2,2
2014-09-01,pre,BULL,True,12,1,1
2014-09-02,pre,SIDEWAYS,False,17,0,0
2014-09-03,pre,SIDEWAYS,False,15,0,0
2014-09-04,pre,SIDEWAYS,False,8,3,3
2014-09-05,pre,SIDEWAYS,False,10,1,1
2014-09-11,pre,SIDEWAYS,False,14,1,1
2014-09-12,pre,SIDEWAYS,False,15,1,1
2014-09-15,pre,SIDEWAYS,False,8,0,0
2014-09-16,pre,SIDEWAYS,False,11,0,0
2014-09-17,pre,BULL,True,12,0,0
2014-09-18,pre,SIDEWAYS,False,9,0,0
2014-09-19,pre,SIDEWAYS,False,10,2,2
2014-09-22,pre,SIDEWAYS,False,8,0,0
2014-09-23,pre,BEAR,False,9,0,0
2014-09-24,pre,BEAR,False,19,0,0
2014-09-25,pre,BEAR,False,9,0,0
2014-09-26,pre,BEAR,False,16,0,0
2014-09-29,pre,BEAR,False,3,0,0
2014-09-30,pre,BEAR,False,10,1,1
2014-10-01,pre,BEAR,False,10,0,0
2014-10-02,pre,BEAR,False,16,0,0
2014-10-06,pre,BEAR,False,7,0,0
2014-10-07,pre,BEAR,False,6,0,0
2014-10-08,pre,BEAR,False,16,0,0
2014-10-10,pre,CRASH,False,4,0,0
2014-10-13,pre,CRASH,False,8,0,0
2014-10-14,pre,CRASH,False,12,0,0
2014-10-15,pre,CRASH,False,8,0,0
2014-10-16,pre,CRASH,False,11,0,0
2014-10-17,pre,CRASH,False,7,0,0
2014-10-20,pre,CRASH,False,8,0,0
2014-10-21,pre,CRASH,False,7,0,0
2014-10-22,pre,BEAR,False,8,0,0
2014-10-23,pre,BEAR,False,3,0,0
2014-10-24,pre,CRASH,False,5,0,0
2014-10-27,pre,CRASH,False,12,0,0
2014-10-28,pre,BEAR,False,19,0,0
2014-10-29,pre,BULL,True,4,0,0
2014-10-30,pre,BULL,True,12,0,0
2014-10-31,pre,BULL,True,9,0,0
2014-11-03,pre,CRASH,False,18,0,0
2014-11-04,pre,CRASH,False,8,0,0
2014-11-05,pre,CRASH,False,5,0,0
2014-11-06,pre,CRASH,False,7,0,0
2014-11-07,pre,CRASH,False,12,1,1
2014-11-10,pre,CRASH,False,6,0,0
2014-11-11,pre,CRASH,False,10,0,0
2014-11-12,pre,CRASH,False,4,0,0
2014-11-13,pre,CRASH,False,9,1,1
2014-11-14,pre,CRASH,False,8,0,0
2014-11-17,pre,CRASH,False,2,0,0
2014-11-18,pre,CRASH,False,7,0,0
2014-11-19,pre,CRASH,False,4,0,0
2014-11-20,pre,CRASH,False,1,0,0
2014-11-21,pre,CRASH,False,2,0,0
2014-11-24,pre,CRASH,False,6,0,0
2014-11-25,pre,BULL,True,5,0,0
2014-11-26,pre,BULL,True,1,0,0
2014-11-27,pre,BULL,True,2,0,0
2014-11-28,pre,BULL,True,3,1,1
2014-12-01,pre,CRASH,False,4,0,0
2014-12-02,pre,CRASH,False,4,0,0
2014-12-03,pre,BULL,True,1,1,1
2014-12-04,pre,BULL,True,4,0,0
2014-12-05,pre,BULL,True,7,0,0
2014-12-08,pre,BULL,True,13,2,2
2014-12-09,pre,BULL,True,6,1,1
2014-12-10,pre,CRASH,False,5,0,0
2014-12-11,pre,CRASH,False,9,0,0
2014-12-12,pre,CRASH,False,8,0,0
2014-12-15,pre,CRASH,False,11,0,0
2014-12-16,pre,CRASH,False,8,0,0
2014-12-17,pre,CRASH,False,1,1,1
2014-12-18,pre,CRASH,False,3,0,0
2014-12-19,pre,CRASH,False,2,0,0
2014-12-22,pre,CRASH,False,3,0,0
2014-12-23,pre,CRASH,False,4,0,0
2014-12-24,pre,CRASH,False,6,0,0
2014-12-26,pre,CRASH,False,7,1,1
2014-12-29,pre,CRASH,False,7,0,0
2014-12-30,pre,CRASH,False,4,0,0
2015-01-02,pre,BEAR,False,14,0,0
2015-01-05,pre,BEAR,False,11,0,0
2015-01-06,pre,BEAR,False,7,0,0
2015-01-07,pre,BEAR,False,11,1,1
2015-01-08,pre,BEAR,False,10,0,0
2015-01-09,pre,BULL,True,13,2,2
2015-01-12,pre,BULL,True,12,2,2
2015-01-13,pre,BEAR,False,4,0,0
2015-01-14,pre,BEAR,False,27,0,0
2015-01-15,pre,BEAR,False,15,0,0
2015-01-16,pre,BEAR,False,15,0,0
2015-01-19,pre,BEAR,False,17,1,1
2015-01-20,pre,BULL,True,21,1,1
2015-01-21,pre,BULL,True,11,0,1
2015-01-22,pre,BULL,True,10,0,0
2015-01-23,pre,BULL,True,12,0,0
2015-01-26,pre,BULL,True,17,1,1
2015-01-27,pre,BULL,True,5,0,0
2015-01-28,pre,BULL,True,18,1,1
2015-01-29,pre,BULL,True,11,2,2
2015-01-30,pre,BULL,True,12,0,0
2015-02-02,pre,BULL,True,19,0,0
2015-02-03,pre,BULL,True,12,1,1
2015-02-04,pre,BULL,True,12,0,0
2015-02-05,pre,BULL,True,14,0,0
2015-02-06,pre,BULL,True,14,1,1
2015-02-09,pre,BULL,True,15,0,0
2015-02-10,pre,BEAR,False,20,1,1
2015-02-11,pre,BULL,True,12,1,1
2015-02-12,pre,BULL,True,19,0,0
2015-02-13,pre,BULL,True,17,0,0
2015-02-16,pre,BULL,True,13,1,1
2015-02-17,pre,BULL,True,24,1,2
2015-02-23,pre,BULL,True,18,0,0
2015-02-24,pre,BULL,True,24,1,2
2015-02-25,pre,BULL,True,12,1,1
2015-02-26,pre,BULL,True,14,1,1
2015-02-27,pre,BULL,True,23,0,0
2015-03-02,pre,BULL,True,18,0,0
2015-03-03,pre,BULL,True,19,0,0
2015-03-04,pre,BULL,True,19,0,0
2015-03-05,pre,BULL,True,16,0,0
2015-03-06,pre,BULL,True,20,0,0
2015-03-09,pre,BULL,True,19,1,1
2015-03-10,pre,BULL,True,18,0,0
2015-03-11,pre,BULL,True,24,0,0
2015-03-12,pre,SIDEWAYS,False,26,0,1
2015-03-13,pre,BULL,True,11,1,1
2015-03-16,pre,BULL,True,21,1,1
2015-03-17,pre,BULL,True,31,1,1
2015-03-18,pre,BULL,True,15,0,0
2015-03-19,pre,BULL,True,26,0,0
2015-03-20,pre,BULL,True,25,0,0
2015-03-23,pre,BULL,True,23,0,0
2015-03-24,pre,BULL,True,25,1,1
2015-03-25,pre,BULL,True,26,1,1
2015-03-26,pre,BULL,True,16,0,1
2015-03-27,pre,BULL,True,12,2,2
2015-03-30,pre,BULL,True,20,2,2
2015-03-31,pre,BULL,True,34,0,0
2015-04-01,pre,BULL,True,32,0,1
2015-04-02,pre,BULL,True,14,1,2
2015-04-03,pre,BULL,True,31,1,1
2015-04-06,pre,BULL,True,31,0,0
2015-04-07,pre,BULL,True,33,1,1
2015-04-08,pre,BULL,True,40,0,1
2015-04-09,pre,BULL,True,25,0,0
2015-04-10,pre,BULL,True,35,1,2
2015-04-13,pre,BULL,True,47,0,0
2015-04-14,pre,BULL,True,27,0,0
2015-04-15,pre,BULL,True,32,0,0
2015-04-16,pre,BULL,True,44,0,0
2015-04-17,pre,BULL,True,43,0,0
2015-04-20,pre,BULL,True,39,0,0
2015-04-21,pre,BULL,True,36,0,0
2015-04-22,pre,BULL,True,46,0,0
2015-04-23,pre,BULL,True,27,0,0
2015-04-24,pre,BULL,True,25,1,1
2015-04-27,pre,BULL,True,46,0,1
2015-04-28,pre,BULL,True,24,0,0
2015-04-29,pre,BULL,True,23,1,2
2015-04-30,pre,BULL,True,17,1,1
2015-05-04,pre,SIDEWAYS,False,19,0,0
2015-05-06,pre,SIDEWAYS,False,25,0,1
2015-05-07,pre,SIDEWAYS,False,24,2,2
2015-05-08,pre,SIDEWAYS,False,19,0,0
2015-05-11,pre,SIDEWAYS,False,34,1,2
2015-05-12,pre,SIDEWAYS,False,19,0,0
2015-05-13,pre,SIDEWAYS,False,25,0,0
2015-05-14,pre,SIDEWAYS,False,26,1,1
2015-05-15,pre,SIDEWAYS,False,23,0,1
2015-05-18,pre,SIDEWAYS,False,31,0,0
2015-05-19,pre,SIDEWAYS,False,31,0,1
2015-05-20,pre,BULL,True,37,1,1
2015-05-21,pre,SIDEWAYS,False,35,0,0
2015-05-22,pre,BULL,True,23,0,0
2015-05-26,pre,BULL,True,19,1,1
2015-05-27,pre,SIDEWAYS,False,24,1,1
2015-05-28,pre,SIDEWAYS,False,22,1,1
2015-05-29,pre,SIDEWAYS,False,29,1,2
2015-06-01,pre,SIDEWAYS,False,60,0,0
2015-06-02,pre,BEAR,False,31,0,0
2015-06-03,pre,BEAR,False,9,0,0
2015-06-04,pre,BEAR,False,36,0,1
2015-06-05,pre,BEAR,False,26,0,0
2015-06-08,pre,BEAR,False,30,0,1
2015-06-09,pre,BEAR,False,27,0,0
2015-06-10,pre,BEAR,False,28,0,1
2015-06-11,pre,BEAR,False,28,0,1
2015-06-12,pre,BEAR,False,21,1,1
2015-06-15,pre,BEAR,False,19,0,0
2015-06-16,pre,BEAR,False,26,1,1
2015-06-17,pre,BEAR,False,27,0,2
2015-06-18,pre,BEAR,False,16,0,0
2015-06-19,pre,BEAR,False,16,0,0
2015-06-22,pre,BEAR,False,21,0,0
2015-06-23,pre,BULL,True,26,0,0
2015-06-24,pre,BULL,True,24,1,1
2015-06-25,pre,BULL,True,28,0,0
2015-06-26,pre,BULL,True,8,0,0
2015-06-29,pre,BEAR,False,8,0,0
2015-06-30,pre,BULL,True,32,0,0
2015-07-01,pre,BULL,True,22,1,1
2015-07-02,pre,BULL,True,19,0,0
2015-07-03,pre,BULL,True,20,0,0
2015-07-06,pre,BEAR,False,3,1,1
2015-07-07,pre,BEAR,False,9,0,0
2015-07-08,pre,BEAR,False,17,0,0
2015-07-09,pre,BEAR,False,33,0,0
2015-07-10,pre,BEAR,False,14,0,0
2015-07-13,pre,BULL,True,35,0,0
2015-07-14,pre,BEAR,False,18,0,0
2015-07-15,pre,BULL,True,20,1,1
2015-07-16,pre,BULL,True,22,0,0
2015-07-17,pre,BULL,True,21,0,0
2015-07-20,pre,BULL,True,29,0,0
2015-07-21,pre,BULL,True,30,0,0
2015-07-22,pre,BEAR,False,6,0,0
2015-07-23,pre,BEAR,False,19,0,0
2015-07-24,pre,BEAR,False,21,1,1
2015-07-27,pre,BEAR,False,13,0,0
2015-07-28,pre,BEAR,False,42,1,3
2015-07-29,pre,BEAR,False,4,0,0
2015-07-30,pre,CRASH,False,10,0,0
2015-07-31,pre,CRASH,False,27,0,1
2015-08-03,pre,CRASH,False,7,1,1
2015-08-04,pre,CRASH,False,27,0,0
2015-08-05,pre,BEAR,False,17,1,1
2015-08-06,pre,BEAR,False,14,0,0
2015-08-07,pre,BEAR,False,14,0,0
2015-08-10,pre,BEAR,False,12,0,0
2015-08-11,pre,CRASH,False,3,0,0
2015-08-12,pre,CRASH,False,13,0,0
2015-08-13,pre,CRASH,False,10,0,0
2015-08-17,pre,CRASH,False,6,0,0
2015-08-18,pre,CRASH,False,4,0,0
2015-08-19,pre,CRASH,False,10,0,0
2015-08-20,pre,CRASH,False,1,0,0
2015-08-21,pre,CRASH,False,2,0,0
2015-08-24,pre,CRASH,False,4,0,0
2015-08-25,pre,CRASH,False,4,0,0
2015-08-26,pre,CRASH,False,13,0,0
2015-08-27,pre,CRASH,False,3,0,0
2015-08-28,pre,CRASH,False,10,0,0
2015-08-31,pre,CRASH,False,6,0,0
2015-09-01,pre,CRASH,False,2,0,0
2015-09-02,pre,CRASH,False,16,0,1
2015-09-03,pre,CRASH,False,1,0,0
2015-09-04,pre,CRASH,False,1,0,0
2015-09-07,pre,CRASH,False,3,0,0
2015-09-08,pre,CRASH,False,4,0,0
2015-09-09,pre,CRASH,False,9,0,0
2015-09-10,pre,CRASH,False,8,0,0
2015-09-11,pre,BULL,True,7,0,0
2015-09-14,pre,BULL,True,5,0,0
2015-09-15,pre,BULL,True,9,0,0
2015-09-16,pre,BULL,True,5,0,0
2015-09-17,pre,BULL,True,4,0,0
2015-09-18,pre,BULL,True,10,0,0
2015-09-21,pre,BULL,True,5,0,0
2015-09-22,pre,BULL,True,11,0,0
2015-09-23,pre,BULL,True,2,0,0
2015-09-24,pre,BULL,True,7,0,0
2015-09-25,pre,BULL,True,6,0,0
2015-09-30,pre,BULL,True,8,0,0
2015-10-01,pre,BULL,True,8,0,0
2015-10-02,pre,BULL,True,8,0,0
2015-10-05,pre,BULL,True,8,0,0
2015-10-06,pre,BULL,True,7,0,0
2015-10-07,pre,BULL,True,9,0,0
2015-10-08,pre,SIDEWAYS,False,10,0,0
2015-10-12,pre,SIDEWAYS,False,3,0,0
2015-10-13,pre,SIDEWAYS,False,3,0,0
2015-10-14,pre,SIDEWAYS,False,7,0,0
2015-10-15,pre,SIDEWAYS,False,10,0,0
2015-10-16,pre,BULL,True,5,0,0
2015-10-19,pre,BULL,True,7,0,0
2015-10-20,pre,BULL,True,9,0,0
2015-10-21,pre,BULL,True,3,0,0
2015-10-22,pre,SIDEWAYS,False,5,0,0
2015-10-23,pre,BULL,True,8,0,0
2015-10-26,pre,BULL,True,11,1,1
2015-10-27,pre,BULL,True,5,0,0
2015-10-28,pre,BULL,True,7,0,0
2015-10-29,pre,BULL,True,9,0,0
2015-10-30,pre,BULL,True,11,0,0
2015-11-02,pre,SIDEWAYS,False,5,0,0
2015-11-03,pre,SIDEWAYS,False,6,0,0
2015-11-04,pre,BULL,True,4,1,1
2015-11-05,pre,BULL,True,4,0,0
2015-11-06,pre,BULL,True,4,0,0
2015-11-09,pre,SIDEWAYS,False,3,0,0
2015-11-10,pre,SIDEWAYS,False,8,0,0
2015-11-11,pre,SIDEWAYS,False,7,0,0
2015-11-12,pre,SIDEWAYS,False,3,0,0
2015-11-13,pre,CRASH,False,5,0,0
2015-11-16,pre,CRASH,False,7,0,0
2015-11-17,pre,CRASH,False,7,0,0
2015-11-18,pre,CRASH,False,10,0,0
2015-11-19,pre,SIDEWAYS,False,14,0,0
2015-11-20,pre,SIDEWAYS,False,9,0,0
2015-11-23,pre,SIDEWAYS,False,12,0,0
2015-11-24,pre,BULL,True,11,0,0
2015-11-25,pre,BULL,True,8,0,0
2015-11-26,pre,BULL,True,10,1,1
2015-11-27,pre,BULL,True,9,0,0
2015-11-30,pre,BEAR,False,19,0,0
2015-12-01,pre,BULL,True,14,0,0
2015-12-02,pre,BULL,True,7,0,0
2015-12-03,pre,BEAR,False,15,0,0
2015-12-04,pre,BEAR,False,14,0,0
2015-12-07,pre,BEAR,False,4,0,0
2015-12-08,pre,CRASH,False,9,0,0
2015-12-09,pre,CRASH,False,4,1,1
2015-12-10,pre,CRASH,False,15,0,0
2015-12-11,pre,CRASH,False,7,0,0
2015-12-14,pre,CRASH,False,3,0,0
2015-12-15,pre,CRASH,False,8,0,0
2015-12-16,pre,CRASH,False,10,0,0
2015-12-17,pre,CRASH,False,13,0,0
2015-12-18,pre,CRASH,False,9,0,0
2015-12-21,pre,CRASH,False,12,0,0
2015-12-22,pre,CRASH,False,14,0,0
2015-12-23,pre,CRASH,False,7,0,0
2015-12-24,pre,CRASH,False,6,0,0
2015-12-28,pre,CRASH,False,4,0,0
2015-12-29,pre,CRASH,False,16,1,1
2015-12-30,pre,BEAR,False,7,0,0
2016-01-04,pre,BEAR,False,3,0,0
2016-01-05,pre,BEAR,False,16,0,0
2016-01-06,pre,BEAR,False,8,0,0
2016-01-07,pre,BEAR,False,5,0,0
2016-01-08,pre,BEAR,False,18,1,1
2016-01-11,pre,CRASH,False,3,0,0
2016-01-12,pre,CRASH,False,4,0,0
2016-01-13,pre,BEAR,False,10,0,0
2016-01-14,pre,BEAR,False,14,0,0
2016-01-15,pre,BEAR,False,5,0,0
2016-01-18,pre,BEAR,False,9,0,0
2016-01-19,pre,BEAR,False,7,0,0
2016-01-20,pre,CRASH,False,6,0,0
2016-01-21,pre,CRASH,False,2,0,0
2016-01-22,pre,CRASH,False,8,0,0
2016-01-25,pre,BEAR,False,5,0,0
2016-01-26,pre,BEAR,False,5,0,0
2016-01-27,pre,BEAR,False,5,0,0
2016-01-28,pre,BULL,True,8,0,0
2016-01-29,pre,BULL,True,3,0,0
2016-02-01,pre,BULL,True,13,0,0
2016-02-02,pre,BULL,True,6,0,0
2016-02-03,pre,BEAR,False,4,0,0
2016-02-04,pre,BULL,True,7,0,0
2016-02-05,pre,BULL,True,2,0,0
2016-02-11,pre,CRASH,False,4,0,0
2016-02-12,pre,CRASH,False,2,1,1
2016-02-15,pre,CRASH,False,11,0,0
2016-02-16,pre,CRASH,False,6,0,0
2016-02-17,pre,CRASH,False,5,0,0
2016-02-18,pre,CRASH,False,4,0,0
2016-02-19,pre,CRASH,False,5,0,0
2016-02-22,pre,CRASH,False,6,1,1
2016-02-23,pre,CRASH,False,1,0,0
2016-02-24,pre,CRASH,False,6,0,0
2016-02-25,pre,CRASH,False,8,0,0
2016-02-26,pre,CRASH,False,4,1,1
2016-02-29,pre,CRASH,False,8,1,1
2016-03-02,pre,BULL,True,10,0,0
2016-03-03,pre,BULL,True,15,0,0
2016-03-04,pre,BULL,True,8,0,0
2016-03-07,pre,BULL,True,9,0,0
2016-03-08,pre,BULL,True,14,0,0
2016-03-09,pre,BULL,True,7,0,0
2016-03-10,pre,BULL,True,14,0,1
2016-03-11,pre,BULL,True,15,0,0
2016-03-14,pre,BULL,True,12,0,0
2016-03-15,pre,BULL,True,8,1,1
2016-03-16,pre,BULL,True,11,1,1
2016-03-17,pre,BULL,True,7,0,0
2016-03-18,pre,BULL,True,12,1,1
2016-03-21,pre,BULL,True,7,0,0
2016-03-22,pre,BULL,True,14,0,1
2016-03-23,pre,BULL,True,12,0,0
2016-03-24,pre,BULL,True,2,0,0
2016-03-25,pre,BULL,True,13,1,1
2016-03-28,pre,SIDEWAYS,False,5,0,0
2016-03-29,pre,BULL,True,8,0,0
2016-03-30,pre,BULL,True,13,1,1
2016-03-31,pre,BULL,True,8,0,0
2016-04-01,pre,SIDEWAYS,False,11,0,0
2016-04-04,pre,SIDEWAYS,False,6,0,0
2016-04-05,pre,SIDEWAYS,False,9,0,0
2016-04-06,pre,SIDEWAYS,False,14,1,1
2016-04-07,pre,SIDEWAYS,False,9,0,0
2016-04-08,pre,SIDEWAYS,False,4,0,0
2016-04-11,pre,SIDEWAYS,False,5,0,0
2016-04-12,pre,SIDEWAYS,False,12,0,0
2016-04-14,pre,BULL,True,14,0,0
2016-04-15,pre,BULL,True,12,1,1
2016-04-18,pre,BULL,True,5,0,0
2016-04-19,pre,BULL,True,9,1,1
2016-04-20,pre,BULL,True,10,0,0
2016-04-21,pre,BULL,True,15,0,0
2016-04-22,pre,BULL,True,11,0,0
2016-04-25,pre,BULL,True,10,0,0
2016-04-26,pre,BULL,True,18,0,0
2016-04-27,pre,BULL,True,7,0,0
2016-04-28,pre,BULL,True,1,0,0
2016-04-29,pre,SIDEWAYS,False,20,0,2
2016-05-02,pre,SIDEWAYS,False,5,0,0
2016-05-03,pre,SIDEWAYS,False,14,0,0
2016-05-04,pre,SIDEWAYS,False,9,0,0
2016-05-09,pre,SIDEWAYS,False,6,3,3
2016-05-10,pre,SIDEWAYS,False,14,0,0
2016-05-11,pre,SIDEWAYS,False,16,0,0
2016-05-12,pre,SIDEWAYS,False,12,0,0
2016-05-13,pre,BEAR,False,13,0,0
2016-05-16,pre,BEAR,False,10,1,1
2016-05-17,pre,BEAR,False,15,0,1
2016-05-18,pre,CRASH,False,11,0,0
2016-05-19,pre,CRASH,False,10,0,0
2016-05-20,pre,CRASH,False,10,0,0
2016-05-23,pre,BEAR,False,16,0,1
2016-05-24,pre,CRASH,False,14,1,1
2016-05-25,pre,CRASH,False,5,0,0
2016-05-26,pre,CRASH,False,18,1,1
2016-05-27,pre,CRASH,False,9,0,0
2016-05-30,pre,BEAR,False,13,0,0
2016-05-31,pre,BULL,True,15,0,0
2016-06-01,pre,BULL,True,19,0,0
2016-06-02,pre,BULL,True,16,0,0
2016-06-03,pre,BULL,True,13,0,0
2016-06-07,pre,BULL,True,17,0,0
2016-06-08,pre,BULL,True,12,0,0
2016-06-09,pre,BULL,True,17,0,0
2016-06-10,pre,BULL,True,15,0,0
2016-06-13,pre,BULL,True,6,0,0
2016-06-14,pre,CRASH,False,17,0,0
2016-06-15,pre,CRASH,False,11,0,0
2016-06-16,pre,CRASH,False,7,0,0
2016-06-17,pre,CRASH,False,4,0,0
2016-06-20,pre,CRASH,False,12,1,1
2016-06-21,pre,CRASH,False,8,0,0
2016-06-22,pre,SIDEWAYS,False,8,0,0
2016-06-23,pre,SIDEWAYS,False,14,0,0
2016-06-24,pre,CRASH,False,5,0,0
2016-06-27,pre,CRASH,False,11,0,0
2016-06-28,pre,CRASH,False,7,1,1
2016-06-29,pre,CRASH,False,8,1,1
2016-06-30,pre,CRASH,False,6,0,0
2016-07-01,pre,SIDEWAYS,False,3,0,0
2016-07-04,pre,BULL,True,14,0,0
2016-07-05,pre,BULL,True,13,0,0
2016-07-06,pre,CRASH,False,18,0,0
2016-07-07,pre,BULL,True,14,0,0
2016-07-08,pre,BEAR,False,10,0,0
2016-07-11,pre,BULL,True,8,0,0
2016-07-12,pre,BULL,True,18,0,0
2016-07-13,pre,BULL,True,16,0,0
2016-07-14,pre,BULL,True,19,0,0
2016-07-15,pre,BULL,True,8,0,0
2016-07-18,pre,BULL,True,19,0,0
2016-07-19,pre,BULL,True,14,0,0
2016-07-20,pre,BULL,True,13,0,0
2016-07-21,pre,BULL,True,8,0,0
2016-07-22,pre,BULL,True,15,1,1
2016-07-25,pre,BULL,True,7,0,0
2016-07-26,pre,BULL,True,19,0,0
2016-07-27,pre,BULL,True,4,0,0
2016-07-28,pre,BULL,True,16,0,0
2016-07-29,pre,BULL,True,11,0,0
2016-08-01,pre,BULL,True,11,0,0
2016-08-02,pre,SIDEWAYS,False,12,0,0
2016-08-03,pre,SIDEWAYS,False,7,0,0
2016-08-04,pre,SIDEWAYS,False,5,0,0
2016-08-05,pre,SIDEWAYS,False,9,0,0
2016-08-08,pre,SIDEWAYS,False,6,0,0
2016-08-09,pre,SIDEWAYS,False,11,0,0
2016-08-10,pre,BULL,True,7,0,0
2016-08-11,pre,BULL,True,11,0,0
2016-08-12,pre,BULL,True,5,0,0
2016-08-16,pre,SIDEWAYS,False,4,0,0
2016-08-17,pre,SIDEWAYS,False,10,0,0
2016-08-18,pre,SIDEWAYS,False,5,0,0
2016-08-19,pre,SIDEWAYS,False,7,0,0
2016-08-22,pre,SIDEWAYS,False,7,0,0
2016-08-23,pre,SIDEWAYS,False,4,1,1
2016-08-24,pre,SIDEWAYS,False,6,0,0
2016-08-25,pre,SIDEWAYS,False,3,0,0
2016-08-26,pre,SIDEWAYS,False,6,0,0
2016-08-29,pre,SIDEWAYS,False,8,1,1
2016-08-30,pre,SIDEWAYS,False,8,1,1
2016-08-31,pre,SIDEWAYS,False,9,1,1
2016-09-01,pre,SIDEWAYS,False,12,0,0
2016-09-02,pre,SIDEWAYS,False,13,0,1
2016-09-05,pre,SIDEWAYS,False,9,0,0
2016-09-06,pre,SIDEWAYS,False,10,0,0
2016-09-07,pre,SIDEWAYS,False,7,0,0
2016-09-08,pre,SIDEWAYS,False,5,0,0
2016-09-09,pre,SIDEWAYS,False,15,0,0
2016-09-12,pre,CRASH,False,1,0,0
2016-09-13,pre,CRASH,False,9,0,0
2016-09-19,pre,SIDEWAYS,False,10,0,0
2016-09-20,pre,SIDEWAYS,False,15,0,0
2016-09-21,pre,SIDEWAYS,False,6,0,0
2016-09-22,pre,BULL,True,11,0,0
2016-09-23,pre,BULL,True,18,1,1
2016-09-26,pre,BULL,True,9,0,0
2016-09-27,pre,BULL,True,13,0,0
2016-09-28,pre,BULL,True,7,0,0
2016-09-29,pre,BULL,True,8,0,0
2016-09-30,pre,BULL,True,4,0,0
2016-10-04,pre,BULL,True,12,0,0
2016-10-05,pre,BULL,True,6,0,0
2016-10-06,pre,BULL,True,10,0,0
2016-10-07,pre,SIDEWAYS,False,4,0,0
2016-10-10,pre,SIDEWAYS,False,5,0,0
2016-10-11,pre,CRASH,False,10,0,0
2016-10-12,pre,CRASH,False,8,0,0
2016-10-13,pre,CRASH,False,7,0,0
2016-10-14,pre,CRASH,False,4,0,0
2016-10-17,pre,CRASH,False,6,1,1
2016-10-18,pre,SIDEWAYS,False,2,0,0
2016-10-19,pre,SIDEWAYS,False,4,0,0
2016-10-20,pre,SIDEWAYS,False,3,0,0
2016-10-21,pre,CRASH,False,3,0,0
2016-10-24,pre,SIDEWAYS,False,3,0,0
2016-10-25,pre,CRASH,False,5,0,0
2016-10-26,pre,CRASH,False,2,0,0
