trade_date,period,regime,market_gate,raw_candidates,entry_pass_top10,entry_pass_top20
2016-10-27,pre,CRASH,False,4,0,0
2016-10-28,pre,CRASH,False,3,0,0
2016-10-31,pre,CRASH,False,2,0,0
2016-11-01,pre,CRASH,False,3,1,1
2016-11-02,pre,CRASH,False,2,0,0
2016-11-03,pre,CRASH,False,2,0,0
2016-11-04,pre,CRASH,False,1,0,0
2016-11-07,pre,CRASH,False,3,0,0
2016-11-08,pre,CRASH,False,3,0,0
2016-11-09,pre,CRASH,False,4,0,0
2016-11-10,pre,CRASH,False,6,0,0
2016-11-11,pre,CRASH,False,3,0,0
2016-11-14,pre,CRASH,False,2,0,0
2016-11-15,pre,CRASH,False,4,0,0
2016-11-16,pre,CRASH,False,2,0,0
2016-11-17,pre,CRASH,False,7,0,0
2016-11-18,pre,CRASH,False,1,0,0
2016-11-21,pre,CRASH,False,1,0,0
2016-11-22,pre,CRASH,False,4,0,0
2016-11-23,pre,CRASH,False,2,0,0
2016-11-24,pre,CRASH,False,5,0,0
2016-11-25,pre,CRASH,False,2,0,0
2016-11-28,pre,CRASH,False,1,0,0
2016-11-29,pre,CRASH,False,7,0,0
2016-11-30,pre,CRASH,False,1,0,0
2016-12-01,pre,CRASH,False,6,0,0
2016-12-02,pre,CRASH,False,2,0,0
2016-12-05,pre,CRASH,False,3,0,0
2016-12-06,pre,CRASH,False,6,0,0
2016-12-07,pre,CRASH,False,0,0,0
2016-12-08,pre,SIDEWAYS,False,4,0,0
2016-12-09,pre,SIDEWAYS,False,1,0,0
2016-12-12,pre,BULL,True,7,1,1
2016-12-13,pre,BULL,True,4,0,0
2016-12-14,pre,BULL,True,3,0,0
2016-12-15,pre,BULL,True,3,0,0
2016-12-16,pre,BULL,True,4,0,0
2016-12-19,pre,BULL,True,7,0,0
2016-12-20,pre,BULL,True,8,0,0
2016-12-21,pre,BULL,True,9,1,1
2016-12-22,pre,BULL,True,0,0,0
2016-12-23,pre,BULL,True,3,0,0
2016-12-26,pre,BULL,True,1,0,0
2016-12-27,pre,BULL,True,3,0,0
2016-12-28,pre,BULL,True,5,0,0
2016-12-29,pre,BULL,True,4,0,0
2017-01-02,pre,SIDEWAYS,False,7,0,0
2017-01-03,pre,BULL,True,6,0,0
2017-01-04,pre,BULL,True,10,0,0
2017-01-05,pre,BULL,True,8,0,0
2017-01-06,pre,BULL,True,10,0,0
2017-01-09,pre,BULL,True,2,0,0
2017-01-10,pre,BULL,True,9,0,0
2017-01-11,pre,BULL,True,2,0,0
2017-01-12,pre,BULL,True,3,0,0
2017-01-13,pre,BULL,True,4,0,0
2017-01-16,pre,SIDEWAYS,False,4,0,0
2017-01-17,pre,SIDEWAYS,False,7,0,0
2017-01-18,pre,SIDEWAYS,False,9,0,0
2017-01-19,pre,SIDEWAYS,False,5,1,1
2017-01-20,pre,SIDEWAYS,False,5,0,0
2017-01-23,pre,SIDEWAYS,False,1,0,0
2017-01-24,pre,SIDEWAYS,False,6,0,0
2017-01-25,pre,SIDEWAYS,False,6,0,0
2017-01-26,pre,SIDEWAYS,False,6,0,0
2017-01-31,pre,SIDEWAYS,False,3,0,0
2017-02-01,pre,SIDEWAYS,False,14,0,0
2017-02-02,pre,SIDEWAYS,False,3,0,0
2017-02-03,pre,SIDEWAYS,False,6,0,0
2017-02-06,pre,SIDEWAYS,False,8,1,1
2017-02-07,pre,SIDEWAYS,False,2,0,0
2017-02-08,pre,SIDEWAYS,False,4,0,0
2017-02-09,pre,SIDEWAYS,False,5,1,1
2017-02-10,pre,SIDEWAYS,False,4,1,1
2017-02-13,pre,SIDEWAYS,False,4,0,0
2017-02-14,pre,SIDEWAYS,False,7,0,0
2017-02-15,pre,BULL,True,6,0,0
2017-02-16,pre,BULL,True,7,0,0
2017-02-17,pre,BULL,True,4,0,0
2017-02-20,pre,BULL,True,5,1,1
2017-02-21,pre,BULL,True,8,0,0
2017-02-22,pre,BULL,True,6,0,0
2017-02-23,pre,BULL,True,5,1,1
2017-02-24,pre,SIDEWAYS,False,2,0,0
2017-02-27,pre,SIDEWAYS,False,2,0,0
2017-02-28,pre,SIDEWAYS,False,2,0,0
2017-03-02,pre,SIDEWAYS,False,3,0,0
2017-03-03,pre,SIDEWAYS,False,5,0,0
2017-03-06,pre,SIDEWAYS,False,11,3,3
2017-03-07,pre,SIDEWAYS,False,6,0,0
2017-03-08,pre,SIDEWAYS,False,3,0,0
2017-03-09,pre,SIDEWAYS,False,1,0,0
2017-03-10,pre,SIDEWAYS,False,12,1,1
2017-03-13,pre,BULL,True,6,0,0
2017-03-14,pre,BULL,True,4,0,0
2017-03-15,pre,SIDEWAYS,False,3,0,0
2017-03-16,pre,BULL,True,9,0,0
2017-03-17,pre,BULL,True,6,0,0
2017-03-20,pre,SIDEWAYS,False,2,0,0
2017-03-21,pre,SIDEWAYS,False,4,0,0
2017-03-22,pre,SIDEWAYS,False,7,1,1
2017-03-23,pre,SIDEWAYS,False,3,1,1
2017-03-24,pre,SIDEWAYS,False,3,1,1
2017-03-27,pre,SIDEWAYS,False,5,0,0
2017-03-28,pre,BULL,True,5,0,0
2017-03-29,pre,BULL,True,7,0,0
2017-03-30,pre,BULL,True,4,0,0
2017-03-31,pre,BULL,True,7,0,0
2017-04-03,pre,BULL,True,10,0,0
2017-04-04,pre,BULL,True,3,0,0
2017-04-05,pre,BULL,True,5,0,0
2017-04-06,pre,SIDEWAYS,False,10,0,0
2017-04-07,pre,SIDEWAYS,False,11,0,0
2017-04-10,pre,SIDEWAYS,False,5,0,0
2017-04-11,pre,SIDEWAYS,False,0,0,0
2017-04-12,pre,SIDEWAYS,False,3,0,0
2017-04-13,pre,SIDEWAYS,False,1,0,0
2017-04-14,pre,SIDEWAYS,False,0,0,0
2017-04-17,pre,SIDEWAYS,False,3,0,0
2017-04-18,pre,SIDEWAYS,False,4,0,0
2017-04-19,pre,SIDEWAYS,False,5,0,0
2017-04-20,pre,SIDEWAYS,False,3,0,0
2017-04-21,pre,BULL,True,3,0,0
2017-04-24,pre,BULL,True,4,0,0
2017-04-25,pre,BULL,True,5,0,0
2017-04-26,pre,BULL,True,4,0,0
2017-04-27,pre,BULL,True,6,0,0
2017-04-28,pre,SIDEWAYS,False,6,1,1
2017-05-02,pre,SIDEWAYS,False,1,0,0
2017-05-04,pre,BULL,True,7,0,0
2017-05-08,pre,BULL,True,7,0,0
2017-05-10,pre,BULL,True,3,0,0
2017-05-11,pre,BULL,True,10,1,1
2017-05-12,pre,BULL,True,6,0,0
2017-05-15,pre,BULL,True,4,0,0
2017-05-16,pre,BULL,True,5,0,0
2017-05-17,pre,BULL,True,5,0,0
2017-05-18,pre,BULL,True,11,0,0
2017-05-19,pre,BULL,True,6,0,0
2017-05-22,pre,BULL,True,3,0,0
2017-05-23,pre,BULL,True,9,0,0
2017-05-24,pre,BULL,True,5,1,1
2017-05-25,pre,BULL,True,8,0,0
2017-05-26,pre,BULL,True,13,0,0
2017-05-29,pre,BULL,True,11,0,0
2017-05-30,pre,BULL,True,11,1,1
2017-05-31,pre,BULL,True,9,0,0
2017-06-01,pre,BULL,True,12,0,0
2017-06-02,pre,BULL,True,12,0,0
2017-06-05,pre,BULL,True,5,0,0
2017-06-07,pre,BULL,True,17,0,0
2017-06-08,pre,BULL,True,13,1,1
2017-06-09,pre,BULL,True,8,0,0
2017-06-12,pre,BULL,True,7,0,0
2017-06-13,pre,BULL,True,12,0,0
2017-06-14,pre,BULL,True,9,0,0
2017-06-15,pre,BULL,True,20,1,1
2017-06-16,pre,BULL,True,8,0,0
2017-06-19,pre,BULL,True,7,0,0
2017-06-20,pre,BULL,True,6,0,0
2017-06-21,pre,SIDEWAYS,False,11,0,0
2017-06-22,pre,BULL,True,7,1,1
2017-06-23,pre,BULL,True,6,0,0
2017-06-26,pre,BULL,True,8,0,0
2017-06-27,pre,BULL,True,15,1,1
2017-06-28,pre,SIDEWAYS,False,6,0,0
2017-06-29,pre,BULL,True,14,0,0
2017-06-30,pre,BULL,True,10,0,0
2017-07-03,pre,SIDEWAYS,False,4,0,0
2017-07-04,pre,SIDEWAYS,False,3,0,0
2017-07-05,pre,SIDEWAYS,False,9,0,0
2017-07-06,pre,SIDEWAYS,False,8,0,0
2017-07-07,pre,SIDEWAYS,False,7,1,1
2017-07-10,pre,SIDEWAYS,False,6,0,0
2017-07-11,pre,SIDEWAYS,False,13,0,0
2017-07-12,pre,SIDEWAYS,False,4,0,0
2017-07-13,pre,SIDEWAYS,False,7,0,0
2017-07-14,pre,SIDEWAYS,False,5,0,0
2017-07-17,pre,SIDEWAYS,False,5,0,0
2017-07-18,pre,BULL,True,6,1,1
2017-07-19,pre,BULL,True,7,0,0
2017-07-20,pre,BULL,True,7,0,0
2017-07-21,pre,BULL,True,10,0,0
2017-07-24,pre,BULL,True,11,0,0
2017-07-25,pre,BULL,True,6,0,0
2017-07-26,pre,BULL,True,9,1,1
2017-07-27,pre,BULL,True,1,0,0
2017-07-28,pre,SIDEWAYS,False,3,0,0
2017-07-31,pre,SIDEWAYS,False,9,0,0
2017-08-01,pre,SIDEWAYS,False,6,0,0
2017-08-02,pre,SIDEWAYS,False,8,0,0
2017-08-03,pre,SIDEWAYS,False,3,0,0
2017-08-04,pre,SIDEWAYS,False,4,0,0
2017-08-07,pre,SIDEWAYS,False,3,0,0
2017-08-08,pre,SIDEWAYS,False,11,1,1
2017-08-09,pre,CRASH,False,1,0,0
2017-08-10,pre,CRASH,False,2,0,0
2017-08-11,pre,CRASH,False,0,0,0
2017-08-14,pre,CRASH,False,1,0,0
2017-08-16,pre,CRASH,False,3,0,0
2017-08-17,pre,CRASH,False,5,0,0
2017-08-18,pre,CRASH,False,5,0,0
2017-08-21,pre,CRASH,False,3,0,0
2017-08-22,pre,CRASH,False,0,0,0
2017-08-23,pre,CRASH,False,2,0,0
2017-08-24,pre,CRASH,False,7,0,0
2017-08-25,pre,BULL,True,4,0,0
2017-08-28,pre,CRASH,False,7,0,0
2017-08-29,pre,CRASH,False,10,0,0
2017-08-30,pre,BULL,True,6,0,0
2017-08-31,pre,CRASH,False,6,0,0
2017-09-01,pre,BEAR,False,5,0,0
2017-09-04,pre,CRASH,False,3,1,1
2017-09-05,pre,CRASH,False,4,0,0
2017-09-06,pre,CRASH,False,8,0,0
2017-09-07,pre,BEAR,False,9,0,0
2017-09-08,pre,CRASH,False,3,0,0
2017-09-11,pre,BULL,True,13,1,1
2017-09-12,pre,BULL,True,7,0,0
2017-09-13,pre,BULL,True,3,0,0
2017-09-14,pre,BULL,True,12,0,0
2017-09-15,pre,BULL,True,12,0,0
2017-09-18,pre,BULL,True,7,0,0
2017-09-19,pre,BULL,True,5,0,0
2017-09-20,pre,BULL,True,2,0,0
2017-09-21,pre,BULL,True,6,0,0
2017-09-22,pre,SIDEWAYS,False,4,0,0
2017-09-25,pre,CRASH,False,2,0,0
2017-09-26,pre,CRASH,False,6,0,0
2017-09-27,pre,CRASH,False,4,1,1
2017-09-28,pre,CRASH,False,2,0,0
2017-09-29,pre,SIDEWAYS,False,3,0,0
2017-10-10,pre,SIDEWAYS,False,0,0,0
2017-10-11,pre,BULL,True,0,0,0
2017-10-12,pre,BULL,True,5,0,0
2017-10-13,pre,BULL,True,0,0,0
2017-10-16,pre,BULL,True,3,0,0
2017-10-17,pre,BULL,True,3,0,0
2017-10-18,pre,BULL,True,2,0,0
2017-10-19,pre,BULL,True,6,0,0
2017-10-20,pre,BULL,True,5,0,0
2017-10-23,pre,BULL,True,7,0,0
2017-10-24,pre,BULL,True,5,0,0
2017-10-25,pre,BULL,True,4,0,0
2017-10-26,pre,BULL,True,1,0,0
2017-10-27,pre,BULL,True,5,0,0
2017-10-30,pre,BULL,True,8,1,1
2017-10-31,pre,BULL,True,4,0,0
2017-11-01,pre,BULL,True,5,0,0
2017-11-02,pre,BULL,True,4,0,0
2017-11-03,pre,BULL,True,5,0,0
2017-11-06,pre,BULL,True,9,0,0
2017-11-07,pre,BULL,True,12,0,1
2017-11-08,pre,BULL,True,13,0,0
2017-11-09,pre,BULL,True,10,0,0
2017-11-10,pre,BULL,True,7,0,0
2017-11-13,pre,BULL,True,13,1,1
2017-11-14,pre,BULL,True,26,0,0
2017-11-15,pre,SIDEWAYS,False,7,0,0
2017-11-16,pre,BULL,True,24,1,1
2017-11-17,pre,BULL,True,6,0,0
2017-11-20,pre,SIDEWAYS,False,15,0,0
2017-11-21,pre,BULL,True,16,0,0
2017-11-22,pre,BULL,True,11,1,1
2017-11-23,pre,BULL,True,31,0,0
2017-11-24,pre,BULL,True,9,0,0
2017-11-27,pre,SIDEWAYS,False,14,0,0
2017-11-28,pre,SIDEWAYS,False,5,0,0
2017-11-29,pre,SIDEWAYS,False,21,0,0
2017-11-30,pre,SIDEWAYS,False,10,0,0
2017-12-01,pre,SIDEWAYS,False,16,0,0
2017-12-04,pre,SIDEWAYS,False,14,0,1
2017-12-05,pre,SIDEWAYS,False,2,0,0
2017-12-06,pre,SIDEWAYS,False,4,0,0
2017-12-07,pre,BEAR,False,13,1,1
2017-12-08,pre,BEAR,False,4,0,0
2017-12-11,pre,BEAR,False,19,0,0
2017-12-12,pre,BEAR,False,7,0,0
2017-12-13,pre,SIDEWAYS,False,12,0,0
2017-12-14,pre,BEAR,False,7,0,0
2017-12-15,pre,BEAR,False,10,0,0
2017-12-18,pre,BEAR,False,12,0,0
2017-12-19,pre,BEAR,False,8,1,1
2017-12-20,pre,BEAR,False,4,0,0
2017-12-21,pre,BEAR,False,3,0,0
2017-12-22,pre,BEAR,False,11,0,0
2017-12-26,pre,BEAR,False,3,0,0
2017-12-27,pre,BEAR,False,14,0,0
2017-12-28,pre,BEAR,False,9,0,0
2018-01-02,pre,BULL,True,24,0,0
2018-01-03,pre,BULL,True,21,1,1
2018-01-04,pre,BEAR,False,10,0,0
2018-01-05,pre,BULL,True,24,1,1
2018-01-08,pre,BULL,True,20,2,2
2018-01-09,pre,BULL,True,13,0,0
2018-01-10,pre,BULL,True,32,0,0
2018-01-11,pre,BULL,True,21,0,0
2018-01-12,pre,BULL,True,19,0,0
2018-01-15,pre,BULL,True,24,0,0
2018-01-16,pre,BULL,True,24,1,2
2018-01-17,pre,BULL,True,16,0,0
2018-01-18,pre,BULL,True,24,1,1
2018-01-19,pre,BULL,True,9,2,2
2018-01-22,pre,BULL,True,28,0,0
2018-01-23,pre,BULL,True,51,0,0
2018-01-24,pre,BULL,True,25,0,0
2018-01-25,pre,BULL,True,30,0,0
2018-01-26,pre,BULL,True,34,1,1
2018-01-29,pre,BULL,True,15,0,0
2018-01-30,pre,BULL,True,33,0,0
2018-01-31,pre,BULL,True,28,0,0
2018-02-01,pre,BULL,True,27,0,1
2018-02-02,pre,SIDEWAYS,False,24,0,1
2018-02-05,pre,BEAR,False,5,1,1
2018-02-06,pre,BEAR,False,33,0,0
2018-02-07,pre,BEAR,False,1,0,0
2018-02-08,pre,BEAR,False,14,0,0
2018-02-09,pre,BEAR,False,5,0,0
2018-02-12,pre,BEAR,False,11,0,0
2018-02-13,pre,BEAR,False,4,0,0
2018-02-14,pre,BEAR,False,15,0,0
2018-02-19,pre,BEAR,False,19,0,0
2018-02-20,pre,BEAR,False,5,0,0
2018-02-21,pre,BEAR,False,10,0,0
2018-02-22,pre,BEAR,False,12,0,0
2018-02-23,pre,BEAR,False,10,0,0
2018-02-26,pre,BEAR,False,5,0,0
2018-02-27,pre,BEAR,False,12,0,0
2018-02-28,pre,BEAR,False,9,0,0
2018-03-02,pre,BEAR,False,12,0,0
2018-03-05,pre,BEAR,False,4,0,0
2018-03-06,pre,BEAR,False,19,0,1
2018-03-07,pre,BEAR,False,4,1,1
2018-03-08,pre,BEAR,False,11,0,0
2018-03-09,pre,BULL,True,12,0,0
2018-03-12,pre,BULL,True,20,0,0
2018-03-13,pre,BULL,True,23,1,2
2018-03-14,pre,BULL,True,21,1,1
2018-03-15,pre,BULL,True,16,0,0
2018-03-16,pre,BULL,True,19,0,0
2018-03-19,pre,BULL,True,9,0,0
2018-03-20,pre,BULL,True,29,0,0
2018-03-21,pre,BULL,True,11,0,0
2018-03-22,pre,SIDEWAYS,False,9,1,1
2018-03-23,pre,CRASH,False,6,0,0
2018-03-26,pre,CRASH,False,32,0,0
2018-03-27,pre,CRASH,False,25,0,0
2018-03-28,pre,CRASH,False,12,0,0
2018-03-29,pre,CRASH,False,16,0,0
2018-03-30,pre,BEAR,False,17,0,1
2018-04-02,pre,CRASH,False,10,0,0
2018-04-03,pre,BEAR,False,10,0,0
2018-04-04,pre,CRASH,False,8,0,0
2018-04-05,pre,CRASH,False,14,1,1
2018-04-06,pre,CRASH,False,9,0,0
2018-04-09,pre,BEAR,False,21,0,0
2018-04-10,pre,BEAR,False,21,0,0
2018-04-11,pre,BEAR,False,14,0,0
2018-04-12,pre,BEAR,False,9,0,0
2018-04-13,pre,BULL,True,32,0,0
2018-04-16,pre,BULL,True,17,1,1
2018-04-17,pre,BULL,True,15,0,0
2018-04-18,pre,BULL,True,17,0,0
2018-04-19,pre,BULL,True,28,0,0
2018-04-20,pre,BULL,True,17,1,1
2018-04-23,pre,BULL,True,15,1,1
2018-04-24,pre,SIDEWAYS,False,13,0,0
2018-04-25,pre,CRASH,False,12,0,0
2018-04-26,pre,BULL,True,14,0,0
2018-04-27,pre,BULL,True,15,0,0
2018-04-30,pre,SIDEWAYS,False,23,0,0
2018-05-02,pre,SIDEWAYS,False,19,3,3
2018-05-03,pre,SIDEWAYS,False,6,0,0
2018-05-04,pre,SIDEWAYS,False,26,0,0
2018-05-08,pre,SIDEWAYS,False,4,0,0
2018-05-09,pre,CRASH,False,20,0,0
2018-05-10,pre,SIDEWAYS,False,21,1,1
2018-05-11,pre,SIDEWAYS,False,36,1,2
2018-05-14,pre,SIDEWAYS,False,34,1,1
2018-05-15,pre,SIDEWAYS,False,25,0,0
2018-05-16,pre,SIDEWAYS,False,6,0,0
2018-05-17,pre,CRASH,False,7,0,0
2018-05-18,pre,SIDEWAYS,False,32,2,2
2018-05-21,pre,SIDEWAYS,False,25,0,0
2018-05-23,pre,BULL,True,7,0,0
2018-05-24,pre,SIDEWAYS,False,10,0,0
2018-05-25,pre,SIDEWAYS,False,16,0,1
2018-05-28,pre,BULL,True,43,0,0
2018-05-29,pre,CRASH,False,9,0,0
2018-05-30,pre,BEAR,False,16,0,0
2018-05-31,pre,BEAR,False,15,0,0
2018-06-01,pre,BEAR,False,10,0,0
2018-06-04,pre,BEAR,False,14,0,0
2018-06-05,pre,BEAR,False,19,0,0
2018-06-07,pre,BULL,True,10,0,0
2018-06-08,pre,BEAR,False,7,0,0
2018-06-11,pre,BULL,True,12,0,0
2018-06-12,pre,BULL,True,5,2,2
2018-06-14,pre,CRASH,False,14,0,0
2018-06-15,pre,CRASH,False,10,0,0
2018-06-18,pre,CRASH,False,5,0,0
2018-06-19,pre,CRASH,False,2,0,0
2018-06-20,pre,CRASH,False,5,0,0
2018-06-21,pre,CRASH,False,2,0,0
2018-06-22,pre,CRASH,False,7,0,0
2018-06-25,pre,CRASH,False,7,0,0
2018-06-26,pre,CRASH,False,10,0,0
2018-06-27,pre,CRASH,False,2,0,0
2018-06-28,pre,CRASH,False,2,0,0
2018-06-29,pre,CRASH,False,6,1,1
2018-07-02,pre,CRASH,False,2,0,0
2018-07-03,pre,CRASH,False,7,0,0
2018-07-04,pre,CRASH,False,9,0,0
2018-07-05,pre,CRASH,False,5,0,0
2018-07-06,pre,CRASH,False,7,0,0
2018-07-09,pre,CRASH,False,4,0,0
2018-07-10,pre,CRASH,False,1,0,0
2018-07-11,pre,CRASH,False,2,0,0
2018-07-12,pre,CRASH,False,7,0,0
2018-07-13,pre,CRASH,False,5,0,0
2018-07-16,pre,CRASH,False,1,0,0
2018-07-17,pre,CRASH,False,0,0,0
2018-07-18,pre,CRASH,False,0,0,0
2018-07-19,pre,CRASH,False,0,0,0
2018-07-20,pre,CRASH,False,5,0,0
2018-07-23,pre,CRASH,False,0,0,0
2018-07-24,pre,CRASH,False,3,0,0
2018-07-25,pre,CRASH,False,3,0,0
2018-07-26,pre,CRASH,False,4,0,0
2018-07-27,pre,CRASH,False,5,0,0
2018-07-30,pre,CRASH,False,3,0,0
2018-07-31,pre,CRASH,False,4,1,1
2018-08-01,pre,CRASH,False,7,0,0
2018-08-02,pre,CRASH,False,5,0,0
2018-08-03,pre,CRASH,False,6,0,0
2018-08-06,pre,CRASH,False,1,0,0
2018-08-07,pre,CRASH,False,6,0,0
2018-08-08,pre,CRASH,False,1,0,0
2018-08-09,pre,BULL,True,3,0,0
2018-08-10,pre,CRASH,False,3,0,0
2018-08-13,pre,CRASH,False,2,0,0
2018-08-14,pre,CRASH,False,1,0,0
2018-08-16,pre,CRASH,False,5,1,1
2018-08-17,pre,CRASH,False,5,1,1
2018-08-20,pre,CRASH,False,1,0,0
2018-08-21,pre,CRASH,False,6,0,0
2018-08-22,pre,CRASH,False,2,0,0
2018-08-23,pre,BULL,True,4,0,0
2018-08-24,pre,BULL,True,7,0,0
2018-08-27,pre,BULL,True,6,0,0
2018-08-28,pre,BULL,True,3,0,0
2018-08-29,pre,BULL,True,3,0,0
2018-08-30,pre,BULL,True,1,0,0
2018-08-31,pre,BULL,True,2,0,0
2018-09-03,pre,BULL,True,6,0,0
2018-09-04,pre,BULL,True,2,0,0
2018-09-05,pre,BULL,True,0,0,0
2018-09-06,pre,BULL,True,6,0,0
2018-09-07,pre,BEAR,False,10,0,0
2018-09-10,pre,BULL,True,8,0,0
2018-09-11,pre,BEAR,False,10,0,0
2018-09-12,pre,BEAR,False,8,0,0
2018-09-13,pre,BEAR,False,7,1,1
2018-09-14,pre,BULL,True,7,1,1
2018-09-17,pre,BULL,True,9,0,0
2018-09-18,pre,BULL,True,9,1,1
2018-09-19,pre,BULL,True,2,0,0
2018-09-20,pre,BULL,True,5,0,0
2018-09-21,pre,BULL,True,11,0,0
2018-09-27,pre,BULL,True,10,0,0
2018-09-28,pre,BULL,True,10,0,0
2018-10-01,pre,SIDEWAYS,False,8,0,0
2018-10-02,pre,SIDEWAYS,False,3,0,0
2018-10-04,pre,CRASH,False,9,0,0
2018-10-05,pre,CRASH,False,3,0,0
2018-10-08,pre,CRASH,False,3,0,0
2018-10-10,pre,CRASH,False,2,0,0
2018-10-11,pre,CRASH,False,2,0,0
2018-10-12,pre,CRASH,False,6,1,1
2018-10-15,pre,CRASH,False,1,0,0
2018-10-16,pre,CRASH,False,4,0,0
2018-10-17,pre,CRASH,False,4,0,0
2018-10-18,pre,CRASH,False,2,0,0
2018-10-19,pre,CRASH,False,5,0,0
2018-10-22,pre,CRASH,False,6,0,0
2018-10-23,pre,CRASH,False,2,0,0
2018-10-24,pre,CRASH,False,1,0,0
2018-10-25,pre,CRASH,False,6,1,1
2018-10-26,pre,CRASH,False,3,0,0
2018-10-29,pre,CRASH,False,0,0,0
2018-10-30,pre,CRASH,False,3,0,0
2018-10-31,pre,CRASH,False,4,0,0
2018-11-01,pre,CRASH,False,3,0,0
2018-11-02,pre,CRASH,False,1,0,0
2018-11-05,pre,CRASH,False,2,0,0
2018-11-06,pre,CRASH,False,5,0,0
2018-11-07,pre,CRASH,False,5,0,0
2018-11-08,pre,CRASH,False,3,0,0
2018-11-09,pre,CRASH,False,3,0,0
2018-11-12,pre,CRASH,False,4,0,0
2018-11-13,pre,CRASH,False,9,1,1
2018-11-14,pre,CRASH,False,3,0,0
2018-11-15,pre,CRASH,False,4,0,0
2018-11-16,pre,BULL,True,2,0,0
2018-11-19,pre,BULL,True,4,0,0
2018-11-20,pre,BULL,True,5,0,0
2018-11-21,pre,BULL,True,5,0,0
2018-11-22,pre,BULL,True,2,0,0
2018-11-23,pre,CRASH,False,1,0,0
2018-11-26,pre,BULL,True,0,0,0
2018-11-27,pre,BULL,True,4,0,0
2018-11-28,pre,BULL,True,6,0,0
2018-11-29,pre,BULL,True,2,0,0
2018-11-30,pre,BULL,True,0,0,0
2018-12-03,pre,BULL,True,4,0,0
2018-12-04,pre,BULL,True,5,1,1
2018-12-05,pre,BULL,True,0,0,0
2018-12-06,pre,CRASH,False,4,0,0
2018-12-07,pre,CRASH,False,2,0,0
2018-12-10,pre,CRASH,False,2,0,0
2018-12-11,pre,CRASH,False,2,0,0
2018-12-12,pre,CRASH,False,2,0,0
2018-12-13,pre,CRASH,False,5,0,0
2018-12-14,pre,CRASH,False,5,0,0
2018-12-17,pre,CRASH,False,2,0,0
2018-12-18,pre,CRASH,False,3,0,0
2018-12-19,pre,CRASH,False,2,0,0
2018-12-20,pre,CRASH,False,3,0,0
2018-12-21,pre,CRASH,False,0,0,0
2018-12-24,pre,CRASH,False,1,0,0
2018-12-26,pre,CRASH,False,2,0,0
2018-12-27,pre,CRASH,False,2,0,0
2018-12-28,pre,CRASH,False,6,0,0
2019-01-02,pre,CRASH,False,3,0,0
2019-01-03,pre,CRASH,False,2,0,0
2019-01-04,pre,CRASH,False,7,2,2
2019-01-07,pre,CRASH,False,7,0,0
2019-01-08,pre,CRASH,False,11,0,0
2019-01-09,pre,BULL,True,4,0,0
2019-01-10,pre,BULL,True,7,0,0
2019-01-11,pre,BULL,True,8,0,0
2019-01-14,pre,BULL,True,9,0,0
2019-01-15,pre,BULL,True,10,0,0
2019-01-16,pre,BULL,True,12,0,0
2019-01-17,pre,BULL,True,17,1,1
2019-01-18,pre,BULL,True,9,0,0
2019-01-21,pre,BULL,True,14,0,0
2019-01-22,pre,BULL,True,14,0,0
2019-01-23,pre,BULL,True,22,0,0
2019-01-24,pre,BULL,True,24,0,0
2019-01-25,pre,BULL,True,27,0,0
2019-01-28,pre,BULL,True,9,0,0
2019-01-29,pre,BULL,True,16,0,0
2019-01-30,pre,BULL,True,11,0,0
2019-01-31,pre,BULL,True,14,0,0
2019-02-01,pre,BULL,True,18,0,0
2019-02-07,pre,BULL,True,20,0,0
2019-02-08,pre,BULL,True,19,0,0
2019-02-11,pre,BULL,True,16,0,0
2019-02-12,pre,BULL,True,13,0,0
2019-02-13,pre,BULL,True,21,0,0
2019-02-14,pre,BULL,True,21,1,2
2019-02-15,pre,BULL,True,13,0,0
2019-02-18,pre,BULL,True,12,0,0
2019-02-19,pre,BULL,True,10,0,0
2019-02-20,pre,BULL,True,14,0,0
2019-02-21,pre,BULL,True,12,0,0
2019-02-22,pre,BULL,True,10,0,0
2019-02-25,pre,BULL,True,15,0,0
2019-02-26,pre,BULL,True,7,0,0
2019-02-27,pre,BULL,True,11,0,0
2019-02-28,pre,SIDEWAYS,False,4,0,0
2019-03-04,pre,SIDEWAYS,False,10,0,0
2019-03-05,pre,SIDEWAYS,False,9,0,0
2019-03-06,pre,SIDEWAYS,False,13,0,0
2019-03-07,pre,SIDEWAYS,False,7,1,1
2019-03-08,pre,SIDEWAYS,False,7,0,0
2019-03-11,pre,SIDEWAYS,False,21,0,0
2019-03-12,pre,SIDEWAYS,False,13,0,0
2019-03-13,pre,SIDEWAYS,False,10,0,0
2019-03-14,pre,SIDEWAYS,False,9,0,0
2019-03-15,pre,SIDEWAYS,False,11,0,0
2019-03-18,pre,SIDEWAYS,False,23,1,1
2019-03-19,pre,SIDEWAYS,False,8,1,1
2019-03-20,pre,SIDEWAYS,False,23,0,0
2019-03-21,pre,SIDEWAYS,False,4,0,0
2019-03-22,pre,SIDEWAYS,False,17,0,0
2019-03-25,pre,BEAR,False,6,0,0
2019-03-26,pre,SIDEWAYS,False,18,0,0
2019-03-27,pre,BEAR,False,10,0,0
2019-03-28,pre,CRASH,False,2,0,0
2019-03-29,pre,BEAR,False,15,0,1
2019-04-01,pre,SIDEWAYS,False,13,1,1
2019-04-02,pre,SIDEWAYS,False,16,0,0
2019-04-03,pre,BULL,True,20,0,0
