variant,period,regime,signal_date,asset_code,asset_name,entry_check_date,entry_date,exit_date,ret,pnl_krw,reason,sig_range20,sig_ret60,entry_candle_loc,entry_upper_shadow,entry_body_ret,entry_ma20_dist,entry_vol_exp,entry_trade_amount,next_body_ret,close_5d,max_5d,min_5d,close_10d,max_10d,min_10d,close_20d,max_20d,min_20d,close_60d,max_60d,min_60d
iter01_relaxed_baseline,pre,BULL,2013-05-16,004960,한신공영,2013-05-24,2013-05-27,2013-06-07,-0.123,-12300000.0,STOP,0.3008695652173913,0.29504504504504503,1.0,0.0,0.036734693877551024,0.24699297952771368,1.2394867330993717,3593325300.0,0.01568627450980392,0.043137254901960784,0.09411764705882353,-0.00784313725490196,-0.00392156862745098,0.09411764705882353,-0.12156862745098039,-0.09019607843137255,0.09411764705882353,-0.13333333333333333,0.00392156862745098,0.14901960784313725,-0.13333333333333333
iter01_relaxed_baseline,pre,BULL,2013-05-20,014470,리홈쿠첸,2013-05-27,2013-05-28,2013-06-07,-0.123,-12300000.0,STOP,0.26880733944954127,0.9257950530035336,1.0,0.0,0.015151515151515152,0.25058329444703686,0.47960810669479975,8287469190.0,0.0016556291390728477,-0.07450331125827815,0.008278145695364239,-0.09602649006622517,-0.06622516556291391,0.008278145695364239,-0.13079470198675497,-0.33112582781456956,0.008278145695364239,-0.38990066225165565,0.04304635761589404,0.32450331125827814,-0.38990066225165565
iter01_relaxed_baseline,pre,BULL,2013-07-16,000420,로케트전기,2013-07-23,2013-07-24,2013-08-08,-0.123,-12300000.0,STOP,0.2733812949640288,0.7245657568238213,1.0,0.0,0.149812734082397,0.20866141732283464,2.7829277111646302,28132270420.0,0.03571428571428571,-0.07467532467532467,0.10064935064935066,-0.11363636363636363,-0.11038961038961038,0.10064935064935066,-0.11688311688311688,-0.32142857142857145,0.10064935064935066,-0.34415584415584416,-0.33116883116883117,0.10064935064935066,-0.37662337662337664
iter01_relaxed_baseline,pre,BULL,2013-08-06,011200,현대상선,2013-08-13,2013-08-14,2013-08-20,-0.027553571428571427,-2755357.1428571427,TRAIL,0.27899686520376177,0.5336538461538461,1.0,0.0,0.16052631578947368,0.32293385330733465,3.1807367917102476,166931950500.0,0.029017857142857144,0.015625,0.25223214285714285,-0.05580357142857143,-0.1875,0.25223214285714285,-0.20982142857142858,-0.11160714285714286,0.25223214285714285,-0.20982142857142858,-0.49776785714285715,0.25223214285714285,-0.5133928571428571
iter01_relaxed_baseline,pre,BULL,2013-08-19,001840,이화공영,2013-08-27,2013-08-28,2013-10-21,0.4114385026737968,41143850.26737968,TRAIL,0.27666666666666667,0.4634146341463415,1.0,0.0,0.049315068493150684,0.44897380119171476,0.9709528179471864,4815953070.0,0.06951871657754011,0.25133689839572193,0.3342245989304813,0.0,0.15508021390374332,0.3342245989304813,0.0,0.7112299465240641,0.786096256684492,0.0,0.13101604278074866,0.8288770053475936,0.0
iter01_relaxed_baseline,pre,BULL,2013-09-12,100120,뷰웍스,2013-09-24,2013-09-25,2013-12-20,0.14583720930232558,14583720.930232558,MAX,0.31625835189309576,0.3323442136498516,0.9444444444444444,0.05555555555555555,0.007009345794392523,0.04144013531472756,0.7324461598606866,4536081050.0,0.07674418604651163,0.12325581395348838,0.12325581395348838,0.0,0.1697674418604651,0.2,0.0,0.24186046511627907,0.2534883720930233,0.0,0.14883720930232558,0.3116279069767442,0.0
iter01_relaxed_baseline,pre,BULL,2013-09-26,029480,케이디씨,2013-10-04,2013-10-07,2013-10-17,0.1252608695652174,12526086.95652174,TRAIL,0.46264367816091956,0.359375,1.0,0.0,0.07537688442211055,0.44594594594594594,1.6624494965497278,10195293840.0,0.06956521739130435,0.34347826086956523,0.4260869565217391,-0.008695652173913044,0.2543478260869565,0.4260869565217391,-0.008695652173913044,0.2,0.4891304347826087,-0.013043478260869565,-0.28695652173913044,0.4891304347826087,-0.3565217391304348
iter01_relaxed_baseline,pre,BULL,2013-09-27,048770,TPC,2013-10-07,2013-10-08,2013-10-16,-0.123,-12300000.0,STOP,0.30895983522142123,1.716083916083916,1.0,0.0,0.0944206008583691,0.3833884880377584,1.2904837236783553,45160487250.0,0.003861003861003861,-0.09652509652509653,0.08108108108108109,-0.1274131274131274,-0.12355212355212356,0.08108108108108109,-0.15057915057915058,-0.30115830115830117,0.08108108108108109,-0.3196911196911197,-0.3783783783783784,0.08108108108108109,-0.4864864864864865
iter01_relaxed_baseline,pre,BULL,2013-10-04,099440,SMEC,2013-10-14,2013-10-15,2013-11-06,-0.04590822407628129,-4590822.407628129,TRAIL,0.45317220543806647,0.7891891891891892,1.0,0.0,0.0267639902676399,0.606853879105188,0.7697495556086583,18220753080.0,0.03098927294398093,0.023837902264600714,0.13587604290822408,-0.06197854588796186,0.22169249106078665,0.2634088200238379,-0.10846245530393325,-0.12276519666269368,0.2634088200238379,-0.1501787842669845,-0.3933253873659118,0.2634088200238379,-0.46185935637663883
iter01_relaxed_baseline,pre,BULL,2013-10-29,096630,에스코넥,2013-11-05,2013-11-06,2013-11-14,-0.123,-12300000.0,STOP,0.2844574780058651,0.5088495575221239,1.0,0.0,0.024615384615384615,0.05146826649826334,0.43894526432646935,4252491585.0,0.00872093023255814,-0.08430232558139535,0.055232558139534885,-0.09302325581395349,-0.17151162790697674,0.055232558139534885,-0.19767441860465115,-0.17732558139534885,0.055232558139534885,-0.21511627906976744,-0.19186046511627908,0.055232558139534885,-0.24127906976744187
iter01_relaxed_baseline,pre,BULL,2014-03-05,086890,이수앱지스,2014-03-12,2014-03-13,2014-03-31,-0.123,-12300000.0,STOP,0.4424778761061947,0.6472303206997084,0.9310344827586207,0.06896551724137931,0.031746031746031744,0.4418811002661934,1.9532503631593192,4911036000.0,0.003861003861003861,0.003861003861003861,0.07722007722007722,-0.10038610038610038,-0.07335907335907337,0.07722007722007722,-0.10038610038610038,-0.05405405405405406,0.07722007722007722,-0.14285714285714285,-0.2277992277992278,0.08108108108108109,-0.3204633204633205
iter01_relaxed_baseline,pre,BULL,2014-04-18,046390,삼화네트웍스,2014-04-25,2014-04-28,2014-06-16,0.05627342256214149,5627342.256214149,TRAIL,0.5,0.967479674796748,0.9583333333333334,0.041666666666666664,0.011235955056179775,0.2403813024003675,0.6215119529622887,4238462700.0,0.07839388145315487,0.12045889101338432,0.1586998087954111,-0.0038240917782026767,0.1931166347992352,0.2447418738049713,-0.0038240917782026767,0.14340344168260039,0.33078393881453155,-0.0038240917782026767,-0.0994263862332696,0.33078393881453155,-0.12237093690248566
iter01_relaxed_baseline,pre,BULL,2014-06-30,002450,삼익악기,2014-07-07,2014-07-08,2014-07-28,-0.123,-12300000.0,STOP,0.25318066157760816,0.31,1.0,0.0,0.061068702290076333,0.047607084537118455,1.0775678703069722,28750031640.0,0.010895883777239709,0.007263922518159807,0.044794188861985475,-0.04721549636803874,-0.023002421307506054,0.044794188861985475,-0.04721549636803874,-0.09443099273607748,0.044794188861985475,-0.2457627118644068,0.03753026634382567,0.07990314769975787,-0.2457627118644068
iter01_relaxed_baseline,pre,BULL,2014-07-02,036090,위지트,2014-07-09,2014-07-10,2014-07-23,0.106375,10637500.0,TRAIL,0.5261744966442953,0.8192918192918193,1.0,0.0,0.13937282229965156,0.29947544110634233,0.6688708813075506,5227999155.0,0.0375,0.128125,0.365625,-0.01875,0.084375,0.490625,-0.05625,0.08125,0.490625,-0.05625,-0.271875,0.490625,-0.340625
iter01_relaxed_baseline,pre,BULL,2014-07-09,024940,PN풍년,2014-07-16,2014-07-17,2014-07-24,-0.123,-12300000.0,STOP,0.5066666666666667,1.1634615384615385,0.9594594594594594,0.04054054054054054,0.02564102564102564,0.4990630855715178,1.6872663332572084,9468666000.0,0.01957585644371941,-0.14355628058727568,0.10114192495921696,-0.17128874388254486,-0.19738988580750408,0.10114192495921696,-0.2805872756933116,-0.4078303425774878,0.10114192495921696,-0.43474714518760194,-0.4632952691680261,0.10114192495921696,-0.47553017944535075
iter01_relaxed_baseline,pre,BULL,2014-07-22,084680,이월드,2014-07-29,2014-07-30,2014-08-11,0.07070517928286853,7070517.928286852,TRAIL,0.30971128608923887,1.1871412169919633,1.0,0.0,0.08843537414965986,0.34793597304128054,1.6635526420356435,19990039200.0,0.099601593625498,0.17330677290836655,0.38645418326693226,-0.029880478087649404,0.14342629482071714,0.38645418326693226,-0.029880478087649404,-0.02390438247011952,0.5039840637450199,-0.037848605577689244,-0.13545816733067728,0.5039840637450199,-0.22709163346613545
iter01_relaxed_baseline,pre,BULL,2014-07-24,002020,코오롱,2014-07-31,2014-08-01,2014-08-18,-0.123,-12300000.0,STOP,0.3709150326797386,0.38461538461538464,0.9565217391304348,0.043478260869565216,0.057432432432432436,0.11288888888888889,1.3389355595729262,5606549900.0,0.021103896103896104,-0.025974025974025976,0.02922077922077922,-0.07142857142857142,-0.09090909090909091,0.02922077922077922,-0.12012987012987013,-0.125,0.02922077922077922,-0.14935064935064934,-0.19155844155844157,0.02922077922077922,-0.28084415584415584
iter01_relaxed_baseline,pre,BULL,2014-08-18,054670,대한뉴팜,2014-08-25,2014-08-26,2014-09-04,0.08092857142857142,8092857.142857142,TRAIL,0.47512437810945274,1.9004329004329004,1.0,0.0,0.10323886639676114,0.681320376368965,1.028678056854768,37405448250.0,0.044642857142857144,0.275,0.5035714285714286,-0.007142857142857143,-0.18392857142857144,0.5035714285714286,-0.22321428571428573,-0.12678571428571428,0.5035714285714286,-0.25357142857142856,-0.3767857142857143,0.5035714285714286,-0.4732142857142857
iter01_relaxed_baseline,pre,BULL,2014-08-25,001040,CJ,2014-09-01,2014-09-02,2014-10-13,-0.123,-12300000.0,STOP,0.2786885245901639,0.2708333333333333,0.9230769230769231,0.07692307692307693,0.01971830985915493,0.07338769458858414,0.7081600965803266,11169329000.0,0.013888888888888888,-0.030555555555555555,0.05555555555555555,-0.03611111111111111,-0.008333333333333333,0.05555555555555555,-0.05555555555555555,-0.06111111111111111,0.07222222222222222,-0.08055555555555556,-0.1111111111111111,0.07222222222222222,-0.1527777777777778
iter01_relaxed_baseline,pre,BULL,2014-09-01,035480,제이비어뮤즈먼트,2014-09-11,2014-09-12,2014-09-16,-0.049936114732724905,-4993611.47327249,TRAIL,0.46337308347529815,0.5529100529100529,1.0,0.0,0.128698224852071,0.4236402649500886,2.2957291500890817,10946051410.0,0.011734028683181226,0.05084745762711865,0.258148631029987,-0.0469361147327249,0.00651890482398957,0.258148631029987,-0.08083441981747067,0.30378096479791394,0.3559322033898305,-0.08083441981747067,0.4028683181225554,1.302477183833116,-0.08083441981747067
iter01_relaxed_baseline,pre,BULL,2014-11-28,086390,유니테스트,2014-12-05,2014-12-08,2015-03-10,0.37961851015801357,37961851.015801355,MAX,0.3088235294117647,0.9973297730307076,0.9577464788732394,0.04225352112676056,0.07730061349693251,0.16383881230116648,1.4348492453179156,8613092200.0,0.019187358916478554,-0.040632054176072234,0.055304740406320545,-0.08465011286681716,0.0654627539503386,0.12866817155756208,-0.08465011286681716,0.17945823927765236,0.21896162528216703,-0.08465011286681716,0.38261851015801357,0.48419864559819414,-0.08465011286681716
iter01_relaxed_baseline,pre,BULL,2014-12-08,900110,이스트아시아홀딩스,2014-12-15,2014-12-16,2014-12-18,-0.063,-6300000.0,EARLY_FAIL_CLOSE,0.3907103825136612,0.24489795918367346,1.0,0.0,0.06231884057971015,0.873961395883932,3.1279683223695316,24269171875.0,0.037037037037037035,-0.2857142857142857,0.10978835978835978,-0.32936507936507936,-0.47883597883597884,0.10978835978835978,-0.49867724867724866,-0.5462962962962963,0.10978835978835978,-0.5952380952380952,-0.35714285714285715,0.10978835978835978,-0.6058201058201058
iter01_relaxed_baseline,pre,BULL,2014-12-09,900070,글로벌에스엠,2014-12-16,2014-12-18,2014-12-19,-0.063,-6300000.0,EARLY_FAIL_CLOSE,0.27601809954751133,0.33454106280193235,1.0,0.0,0.07878787878787878,0.5957685239141153,4.323797702579669,15977694740.0,0.07590759075907591,-0.25412541254125415,0.29042904290429045,-0.25412541254125415,-0.26732673267326734,0.29042904290429045,-0.32673267326732675,-0.23432343234323433,0.29042904290429045,-0.32673267326732675,-0.2079207920792079,0.29042904290429045,-0.32673267326732675
iter01_relaxed_baseline,pre,BULL,2015-01-09,005110,한창,2015-01-16,2015-01-19,2015-01-29,0.4742727272727273,47427272.72727273,TRAIL,0.37569444444444444,1.453151618398637,1.0,0.0,0.1382488479262673,0.8452114149111013,3.479945517530432,43724135130.0,0.09917355371900827,0.6508264462809917,0.78099173553719,0.0,0.34297520661157027,0.8884297520661157,0.0,0.4772727272727273,0.8884297520661157,0.0,0.3925619834710744,0.8884297520661157,0.0
iter01_relaxed_baseline,pre,BULL,2015-01-09,015710,코콤,2015-01-16,2015-01-19,2015-01-21,-0.063,-6300000.0,EARLY_FAIL_CLOSE,0.3962882096069869,0.9203354297693921,1.0,0.0,0.043859649122807015,0.266563780533234,1.607075658913542,42732269300.0,0.008333333333333333,-0.029166666666666667,0.05416666666666667,-0.14166666666666666,-0.05,0.0875,-0.14166666666666666,0.43333333333333335,0.8916666666666667,-0.14166666666666666,0.2375,0.8916666666666667,-0.14166666666666666
iter01_relaxed_baseline,pre,BULL,2015-01-09,043090,팜스웰바이오,2015-01-16,2015-01-19,2015-01-26,0.042312499999999996,4231250.0,TRAIL,0.46285714285714286,0.7676767676767676,0.9324324324324325,0.06756756756756757,0.09671848013816926,0.3227099932302244,1.0429543887763262,5011375550.0,0.0625,0.0453125,0.3453125,-0.0546875,0.2140625,0.3453125,-0.0546875,0.203125,0.4046875,-0.06875,0.0484375,0.4046875,-0.06875
iter01_relaxed_baseline,pre,BULL,2015-01-12,086390,유니테스트,2015-01-19,2015-01-20,2015-03-06,0.0656695278969957,6566952.78969957,MAX,0.2854625550660793,1.4097664543524415,1.0,0.0,0.05909090909090909,0.15021967714863999,1.392773277917141,9280949200.0,0.034334763948497854,0.06437768240343347,0.09871244635193133,-0.07296137339055794,0.02145922746781116,0.09871244635193133,-0.09871244635193133,0.008583690987124463,0.11587982832618025,-0.09871244635193133,0.08583690987124463,0.19313304721030042,-0.09871244635193133
iter01_relaxed_baseline,pre,BULL,2015-01-12,043090,팜스웰바이오,2015-01-19,2015-01-20,2015-01-26,-0.019176470588235295,-1917647.0588235294,TRAIL,0.4619771863117871,0.7952218430034129,1.0,0.0,0.0625,0.3642975372423133,0.7595164395349198,3959551600.0,0.10147058823529412,0.029411764705882353,0.2661764705882353,-0.0838235294117647,0.12794117647058822,0.2661764705882353,-0.0838235294117647,0.04411764705882353,0.3220588235294118,-0.12352941176470589,0.014705882352941176,0.3220588235294118,-0.12352941176470589
iter01_relaxed_baseline,pre,BULL,2015-01-20,032190,다우데이타,2015-01-27,2015-01-28,2015-01-30,-0.063,-6300000.0,EARLY_FAIL_CLOSE,0.5022026431718062,1.05989110707804,1.0,0.0,0.029166666666666667,0.24495967741935484,1.1852948328735362,23013101150.0,0.029166666666666667,-0.0875,0.058333333333333334,-0.13333333333333333,-0.08333333333333333,0.058333333333333334,-0.14583333333333334,0.1625,0.22916666666666666,-0.14583333333333334,0.2708333333333333,0.35,-0.14583333333333334
