period,regime,trade_date,rank_on_day,raw_count_on_day,asset_code,asset_name,close_price,score,range20,ret60,ret20,ma60_dist,candle_loc,upper_shadow,body_ret,vol_exp,trade_amount,close_3d,max_3d,min_3d,close_5d,max_5d,min_5d,close_10d,max_10d,min_10d,close_20d,max_20d,min_20d,close_40d,max_40d,min_40d,close_60d,max_60d,min_60d,winner_20,winner_50,early_loser,failed_20
train,SIDEWAYS,2022-08-25,4,4,277810,레인보우로보틱스,31150.0,0.8748707747350256,0.27768860353130015,0.38137472283813745,0.22879684418145957,0.21580744836558796,0.5,0.0,-0.011111111111111112,0.2566820633692032,6957788600.0,-0.022471910112359605,0.028892455858748,-0.0850722311396469,-0.0658105939004815,0.028892455858748,-0.0850722311396469,-0.0642054574638844,0.028892455858748,-0.1492776886035313,0.1653290529695024,0.2584269662921348,-0.1492776886035313,-0.027287319422150902,0.2584269662921348,-0.1492776886035313,0.1284109149277688,0.2584269662921348,-0.1492776886035313,True,False,True,False
train,SIDEWAYS,2022-08-26,1,2,014620,성광벤드,15950.0,1.238069827846612,0.3761755485893417,0.5047169811320755,0.45662100456621,0.35717729812519494,0.9230769230769231,0.07692307692307693,0.012698412698412698,0.5658568606154355,10413739050.0,0.028213166144200663,0.047021943573667624,-0.043887147335423204,0.01567398119122254,0.10658307210031337,-0.043887147335423204,-0.006269592476489061,0.10658307210031337,-0.056426332288401215,-0.08463949843260188,0.10658307210031337,-0.1316614420062696,-0.16927899686520376,0.10658307210031337,-0.2288401253918495,0.00940438871473348,0.10658307210031337,-0.2288401253918495,False,False,False,False
train,SIDEWAYS,2022-08-26,2,2,012450,한화에어로스페이스,78400.0,1.1666141407841366,0.3163265306122449,0.45454545454545453,0.45996275605214154,0.39574215562643716,0.9555555555555556,0.044444444444444446,0.03293807641633729,0.9906106027417102,184768337600.0,0.03826530612244894,0.04591836734693877,-0.04081632653061229,0.028061224489795977,0.07653061224489788,-0.04081632653061229,-0.010204081632653073,0.1071428571428572,-0.058673469387755084,-0.17091836734693877,0.1071428571428572,-0.19260204081632648,-0.2002551020408163,0.1071428571428572,-0.32908163265306123,-0.0803571428571429,0.1071428571428572,-0.32908163265306123,False,False,False,False
train,CRASH,2022-08-29,1,4,054180,메디콕스,10900.0,16.28412963280111,0.3587155963302752,14.593705293276109,0.23863636363636365,1.331708743194726,1.0,0.0,0.12487100103199174,0.905105565550798,5102420800.0,0.12844036697247696,0.12844036697247696,-0.00917431192660545,0.16513761467889898,0.2798165137614679,-0.00917431192660545,0.022935779816513735,0.37155963302752304,-0.10917431192660554,-0.19174311926605503,0.37155963302752304,-0.24678899082568806,-0.18165137614678895,0.37155963302752304,-0.24678899082568806,-0.6610091743119266,0.37155963302752304,-0.6651376146788991,True,False,True,False
train,CRASH,2022-08-29,2,4,094170,동운아나텍,10900.0,1.4035938248174582,0.2724770642201835,0.7986798679867987,0.3038277511961722,0.33243689261047615,0.95,0.05,0.09,1.9073095699859561,7911590600.0,-0.05504587155963303,0.0183486238532109,-0.07798165137614677,-0.10917431192660554,0.0183486238532109,-0.11467889908256879,-0.013761467889908285,0.03669724770642202,-0.12110091743119267,-0.26146788990825687,0.03669724770642202,-0.38623853211009174,-0.14954128440366976,0.03669724770642202,-0.38623853211009174,-0.004587155963302725,0.14220183486238525,-0.38623853211009174,False,False,True,True
train,CRASH,2022-08-29,3,4,068940,아이씨케이,4670.0,0.9793873381945133,0.33190578158458245,0.4755134281200632,0.23872679045092837,0.17196812848986762,0.4782608695652174,0.0,-0.048879837067209775,1.0736422645722183,7229080610.0,-0.2044967880085653,0.0,-0.2580299785867237,-0.17987152034261245,0.0,-0.2580299785867237,-0.15310492505353324,0.0,-0.2580299785867237,-0.576017130620985,0.0,-0.6017130620985011,-0.6006423982869379,0.0,-0.626338329764454,-0.6027837259100642,0.0,-0.6862955032119915,False,False,True,True
train,CRASH,2022-08-29,4,4,003610,방림,4635.0,0.8247612903784469,0.2664509169363538,0.20703125,0.33959537572254334,0.35127912344209317,0.94,0.06,0.03,0.8007117919568998,1096404615.0,0.014023732470334505,0.057173678532901784,-0.015102481121898603,-0.005393743257820938,0.057173678532901784,-0.055016181229773475,0.03883495145631066,0.09169363538295583,-0.057173678532901784,-0.007551240560949246,0.09816612729234087,-0.057173678532901784,0.4670981661272924,0.505933117583603,-0.057173678532901784,0.8122977346278317,0.848975188781014,-0.057173678532901784,False,True,False,False
train,SIDEWAYS,2022-08-30,1,8,001570,금양,11900.0,2.397136090013397,0.3689075630252101,1.3517786561264822,0.24476987447698745,0.6764498708617047,1.0,0.0,0.02145922746781116,0.1995807558770314,23914954000.0,0.01680672268907557,0.10504201680672276,-0.0714285714285714,0.24789915966386555,0.31512605042016806,-0.0714285714285714,0.7478991596638656,0.8151260504201681,-0.0714285714285714,0.38235294117647056,0.8151260504201681,-0.0714285714285714,1.310924369747899,1.365546218487395,-0.0714285714285714,1.323529411764706,2.4873949579831933,-0.0714285714285714,True,True,False,False
train,SIDEWAYS,2022-08-30,2,8,322000,현대에너지솔루션,66800.0,1.7727758813940087,0.3091317365269461,0.8555555555555555,0.3227722772277228,0.608088589311507,0.8333333333333334,0.07142857142857142,-0.005952380952380952,0.826441605804357,51722572000.0,0.004491017964071808,0.09131736526946099,-0.04341317365269459,0.03742514970059885,0.09131736526946099,-0.04341317365269459,0.2649700598802396,0.2904191616766467,-0.04341317365269459,-0.10479041916167664,0.2904191616766467,-0.1107784431137725,-0.11826347305389218,0.2904191616766467,-0.18862275449101795,0.008982035928143617,0.2904191616766467,-0.22455089820359286,True,False,False,False
train,SIDEWAYS,2022-08-30,3,8,389260,대명에너지,28600.0,1.4262783055172532,0.4020979020979021,0.4934725848563969,0.4517766497461929,0.5307078185629542,1.0,0.0,0.036231884057971016,0.6410020288306812,32823076000.0,0.13811188811188813,0.29370629370629375,0.0034965034965035446,0.15034965034965042,0.29370629370629375,0.0034965034965035446,0.09790209790209792,0.29370629370629375,0.0034965034965035446,-0.21678321678321677,0.29370629370629375,-0.22902097902097907,-0.23426573426573427,0.29370629370629375,-0.30594405594405594,-0.08916083916083917,0.29370629370629375,-0.30594405594405594,True,False,False,False
train,SIDEWAYS,2022-08-30,4,8,083650,비에이치아이,9730.0,1.3649972490684144,0.34224049331963,0.6718213058419243,0.285336856010568,0.35093544990685993,0.7966101694915254,0.0,-0.012182741116751269,0.6835981446676779,10894671270.0,0.0945529290853031,0.20760534429599176,-0.023638232271325776,0.1253854059609456,0.20760534429599176,-0.023638232271325776,-0.07502569373072965,0.20760534429599176,-0.13463514902363827,-0.28879753340185,0.20760534429599176,-0.3340184994861254,-0.47893114080164445,0.20760534429599176,-0.5169578622816033,-0.20657759506680373,0.20760534429599176,-0.5169578622816033,True,False,True,False
train,SIDEWAYS,2022-08-30,5,8,014620,성광벤드,16650.0,1.2864504353162276,0.34234234234234234,0.5488372093023256,0.39915966386554624,0.3952708836715597,0.9473684210526315,0.05263157894736842,0.027777777777777776,1.1995937425794305,24052007250.0,-0.027027027027026973,0.06006006006006004,-0.05405405405405406,0.05105105105105112,0.06006006006006004,-0.05405405405405406,0.03003003003003002,0.06006006006006004,-0.09609609609609615,-0.1711711711711712,0.06006006006006004,-0.17717717717717718,-0.16516516516516522,0.06006006006006004,-0.26126126126126126,-0.09009009009009006,0.06006006006006004,-0.26126126126126126,False,False,False,True
