signal_date,asset_code,asset_name,label,max_ret40,min_ret10,close20_ret,ret5,ret20,ret60,ret120,high60_ratio,range20,volume_expansion,body_ret,upper_shadow,lower_shadow,candle_location,ma5_dist,ma20_dist,ma60_dist,ma120_dist,ma20_slope5,ma60_slope5,above_cloud,tenkan_above,ma20_over_ma60
2023-05-22,007660,이수페타시스,WINNER_50,2.7296564195298373,-0.04068716094032549729,0.9891500904159132,0.2267699115044248,0.2308546059933407,0.4091486658195680,0.7519747235387046,0.97110332749562171629,0.28313796212804328224,0.51860444746185817714,0.07046332046332046332,0.05500450856627592426,0.00901713255184851217,0.57638888888888888889,0.10656555577728996208,0.1726763244157767,0.1796617381129667,0.3807127665093116,0.0186890720094792,0.0165074788250135,1,1,1
2024-09-03,064850,에프앤가이드,WINNER_50,2.7293889427740058,-0.00096993210475266731,0.39088263821532492726,0.1825307950727884,0.3767926988265971,0.3894736842105263,0.8397212543554007,0.92712906057945566286,0.42613636363636363636,1.1432806719633327,-0.06465899025686448184,0.01988636363636363636,0.01515151515151515152,0.14545454545454545455,0.05032822757111597374,0.2089295935890097,0.3458229783980119,0.4037264328599597,0.0728322279538197,0.0242803994517329,1,1,1
2023-03-21,024900,덕양산업,WINNER_50,2.7254901960784314,-0.03208556149732620321,0.4064171122994652,0.0608365019011407,0.0588235294117647,0.1318458417849899,0.1576763485477178,0.80986937590711175617,0.33512544802867383513,35.3409693312401797,-0.03125000000000000000,0E-20,0.01792114695340501792,0.35714285714285714286,0.0204828090709583,0.0227272727272727,0.0704351440355533,0.0657159682322420,0.0128086133283831,0.0066947761434227,0,1,1
2023-05-22,018500,동원금속,WINNER_50,2.7248028045574058,-0.03505696757230499562,0.8930762489044698,0.0035555555555556,0.1896733403582719,0.1335341365461847,0.0125560538116592,0.92692939244663382594,0.26749335695305580159,2.8519437394142999,-0.01311188811188811189,0E-20,0.01151461470327723649,0.46428571428571428571,-0.00212126568852748807,0.0852117075984044,0.1499677452211999,0.1199656107400304,0.0466297786720322,0.0099787394554557,1,1,1
2023-06-27,011810,STX,WINNER_50,2.7244897959183673,-0.10306122448979591837,0.4244897959183673,0.0394456289978678,0.2420382165605096,0.7105263157894737,0.7727272727272727,0.78883495145631067961,0.32820512820512820513,0.41009639025029788218,0.01987447698744769874,0.01743589743589743590,0.01846153846153846154,0.68518518518518518519,-0.02010050251256281407,0.1161353099421899,0.1482971832368240,0.4156936293786678,0.0483019320772831,0.0457764548906908,1,1,1
2023-07-26,011810,STX,WINNER_50,2.7218045112781955,-0.13007518796992481203,1.0263157894736842,-0.09349030470914127424,0.4448123620309051,0.25986525505293551492,1.4195933456561922,0.78056052474657125820,0.60962566844919786096,1.2076643531017051,-0.05487364620938628159,0.06875477463712757830,0.02979373567608861727,0.19024390243902439024,-0.05336997396586635811,0.01871668158294097047,0.27794591428292492434,0.6130953603483333,0.08599560513860716700,0.0400392608136465,0,1,1
2022-06-24,376180,피코그램,WINNER_50,2.7205240174672489,-0.00218340611353711790,0.8187772925764192,-0.13601532567049808429,0.2058823529411765,0.1446700507614213,0.09732360097323600973,0.58118556701030927835,0.90465631929046563193,18.1624486906083382,0.09466019417475728155,0.01995565410199556541,0.00886917960088691796,0.82692307692307692308,-0.05252100840336134454,0.00356030262572318647,0.1485081278383770,0.1823305806789881,0.06518132258829106423,0.01328917942542576960,0,1,1
2023-02-15,086520,에코프로,WINNER_50,2.7188208616780045,-0.03628117913832199546,0.9863945578231293,0.2355324074074074,0.8326180257510730,0.7066346922462030,0.8860424028268551,1.0701754385964912,0.52224824355971896956,2.4110043991948606,0.05693069306930693069,0.03512880562060889930,0.00702576112412177986,0.63414634146341463415,0.0819987837016015,0.4532707099584780,0.6640685892439595,0.6626323064642781,0.1637818354655999,0.04575340977014616898,1,1,1
2023-06-14,322510,제이엘케이,WINNER_50,2.7170731707317073,-0.00390243902439024390,0.70634146341463414634,-0.16465863453815261044,0.7021276595744681,0.8150087260034904,1.8650137741046832,0.81060015588464536243,0.65288461538461538462,7.5996715830784563,0.00872938894277400582,0.01634615384615384615,0.03750000000000000000,0.73846153846153846154,-0.04481998530492285084,0.0418231905835212,0.4544606957636501,0.8026346198289808,0.1354717624978673,0.0659138622840035,1,1,1
2023-12-12,348370,엔켐,WINNER_50,2.7152777777777778,-0.02916666666666666667,0.2930555555555556,0.0687134502923977,0.2431972789115646,0.1733547351524880,0.02094972067039106145,0.94201030927835051546,0.28317373461012311902,1.6758133121491671,0.00827586206896551724,0.01915184678522571819,0.01094391244870041040,0.50000000000000000000,0.01134477033757609297,0.1307912444891330,0.2382834556747600,0.1566608209496433,0.06262842113914687269,0.01321585903083700448,1,1,1
2023-05-19,018500,동원금속,WINNER_50,2.7150349650349650,-0.03758741258741258741,0.8837412587412587,0.0123893805309735,0.2093023255813953,0.1204701273261508,0.0400000000000000,0.93924466338259441708,0.26398601398601398601,2.8097648808529127,-0.02638297872340425532,0.03583916083916083916,0.01136363636363636364,0.15294117647058823529,0.0118521139218114,0.1092257720463470,0.1678832116788321,0.1349769333796319,0.0462591935074816,0.0097759604150917,1,1,1
2023-06-07,078940,코드네이처,WINNER_50,2.7088122605363985,-0.07203065134099616858,2.3716475095785441,0.2999016715830875,0.6004842615012107,0.3154228855721393,0.2184331797235023,0.82936010037641154329,0.60438729198184568835,13.1345988013312327,-0.01563663440059568131,0.00378214826021180030,0.01134644478063540091,0.36585365853658536585,0.0214804512440117,0.3204155013983220,0.3612493564441394,0.2594974395617482,0.1265894002475526,0.0221193144942027,1,1,1
2024-03-14,009470,삼화전기,WINNER_50,2.7061403508771930,-0.02631578947368421053,0.8464912280701754,0.2540106951871658,0.3323863636363636,0.5407358738501971,0.4067186562687463,1.00000000000000000000,0.27633262260127931770,0.52458354768406110843,0.04222222222222222222,0E-24,0.04264392324093816631,1.00000000000000000000,0.06931144550843593251,0.2471745778486903,0.3212756366914582,0.4261098722886682,0.06550874111013515428,0.03313185800355090146,1,1,1
2025-04-08,042940,상지건설,WINNER_50,2.7032173342087984,-1.000000000000000000000000,2.0695994747209455,2.7030015797788310,2.0206185567010309,1.3991811668372569,4.4009216589861751,1.2993348115299335,0.74232081911262798635,10.7537136937933697,0E-24,0E-24,0E-24,,0.5782386210611365,1.5440929071471211,1.6516836984803349,1.3736508552670442,0.2298605085763866,0.0517778174390703,1,0,1
2025-03-06,389140,포바이포,WINNER_50,2.7024608501118568,-0.24496644295302013423,-0.35906040268456375839,0.4024577572964670,0.7693798449612403,0.7728155339805825,0.4133126934984520,0.95104166666666666667,0.51861993428258488499,39.6610714120436535,0.01219512195121951220,0E-20,0.01314348302300109529,1.00000000000000000000,0.0470183486238532,0.3040062843676355,0.6138107793604266,0.6202666430045032,0.1546961325966851,0.0514830016262681,1,1,1
2023-05-24,018500,동원금속,WINNER_50,2.7020905923344948,-0.02439024390243902439,0.7813588850174216,0.0133333333333333,0.2192513368983957,0.1434302908726179,0.0704225352112676,0.93596059113300492611,0.26491228070175438596,2.9636242130539987,0.02702702702702702703,0.00263157894736842105,0.00789473684210526316,0.92857142857142857143,0.0017574692442882,0.0757761630650184,0.1562647913990128,0.1300088385194241,0.0494157258863141,0.0113174000752214,1,1,1
2022-07-08,052020,에스티큐브,WINNER_50,2.6994609164420485,-0.03369272237196765499,1.6415094339622642,0.1953255425709516,0.2785714285714286,0.1293375394321767,-0.11604938271604938272,1.0127298444130127,0.34846368715083798883,1.4995269923667976,0.00561797752808988764,0.01117318435754189944,0.01536312849162011173,0.65217391304347826087,0.1015384615384615,0.2473324332563913,0.2422288407599109,0.1170845549278745,0.0409847214036360,-0.00040465936352862966,1,1,0
2023-03-13,024900,덕양산업,WINNER_50,2.6991150442477876,-0.09026548672566371681,0.3964601769911504,0.0674157303370787,0.0877862595419847,0.1422845691382766,0.0124333925399645,0.82728592162554426705,0.32807017543859649123,29.1391217093613505,-0.03878583473861720067,0.00350877192982456140,0.01929824561403508772,0.30555555555555555556,-0.01486346353266505358,0.0587907495123990,0.1016976452018168,0.0906829524978872,0.0276796792975088,0.0103169953785068,0,1,1
2023-12-22,290690,소룩스,WINNER_50,2.6974789915966387,-1.00000000000000000000,-0.23529411764705882353,-0.01256732495511669659,0.26436781609195402299,0.5571913929784824,0E-20,0.70512820512820512821,0.65454545454545454545,8.8388149395946798,-0.02135231316725978648,0.08181818181818181818,0.02545454545454545455,0.19718309859154929577,-0.00757849151930710935,0.01795298908014066259,0.3851810809449453,0.3843152882941460,0.09485501225962025573,0.04168743605215520634,1,1,1
2023-06-13,322510,제이엘케이,WINNER_50,2.6954413191076625,-0.03782735208535402522,0.54219204655674102813,-0.17741935483870967742,0.6531604538087520,0.7495711835334477,1.8021978021978022,0.79501169134840218239,0.68921568627450980392,7.4767758781918928,-0.07859078590785907859,0.00882352941176470588,0.00784313725490196078,0.07692307692307692308,-0.09718534253850238980,0.0442260442260442,0.4421887334896490,0.7854277587338633,0.1546781724688220,0.0722398392985736,0,1,1
2024-04-02,304360,에스바이오메딕스,WINNER_50,2.6940298507462687,-0.02985074626865671642,1.6119402985074627,0.23450134770889487871,0.26055045871559633028,0.23339317773788150808,0.23450134770889487871,0.93469387755102040816,0.38136826783114992722,2.1862048668188753,-0.04913494809688581315,0.03129548762736535662,0.02110625909752547307,0.20279720279720279720,0.09849696194435561241,0.24738992283250113482,0.3761789500041733,0.4742884734032565,0.04665526415811478525,0.0082470756542961,1,0,1
2023-02-15,002710,TCC스틸,WINNER_50,2.6920529801324503,-0.06456953642384105960,0.55298013245033112583,-0.03395311236863379143,0.18905472636815920398,0.17156862745098039216,-0.02049180327868852459,0.92349304482225656878,0.25857740585774058577,1.4137917679980167,-0.02607986960065199674,0.01506276150627615063,0.01004184100418410042,0.19354838709677419355,-0.03629032258064516129,0.04723512400315485058,0.14139259447928933932,0.17180796731358525281,0.05520621416682078787,0.01634092674087503289,1,1,1
2023-02-10,096610,알에프세미,WINNER_50,2.6818810511756570,-0.08160442600276625173,0.0968188105117566,0.1834710743801653,0.1293375394321767,0.5042016806722689,-0.18077803203661327231,0.90290037831021437579,0.32541899441340782123,3.1265458603508859,-0.05291005291005291005,0.00837988826815642458,0.01955307262569832402,0.23333333333333333333,0.0734632683658171,0.1124058106113571,0.2873452998112133,0.2378084796795989,0.0471813227039779,0.0336699293767811,1,1,1
2023-06-28,087010,펩트론,WINNER_50,2.6805555555555556,-0.07407407407407407407,1.2361111111111111,0.1226804123711340,0.4347826086956522,0.5041436464088398,0.4756097560975610,0.91512605042016806723,0.41781450872359963269,3.9843063627654118,-0.04973821989528795812,0.01285583103764921947,0.01469237832874196511,0.18390804597701149425,0.01170568561872909699,0.2408135361476671,0.3668026357075620,0.3868489196417201,0.0958981082599738,0.0386069349091857,1,1,1
2023-06-30,011810,STX,WINNER_50,2.6757301107754280,-0.00503524672708962739,0.2255790533736153,-0.01501501501501501502,0.2812500000000000,0.4796992481203008,0.6994818652849741,0.79611650485436893204,0.32520325203252032520,0.44607912318338482783,0.06493506493506493506,0.00406504065040650407,0.01626016260162601626,0.95000000000000000000,0.0417107770484861,0.0958293891642074,0.1367837338262477,0.4100114635078334,0.0470499067164179,0.0357783893741773,1,1,1
