variant,period,regime,signal_date,asset_code,asset_name,entry_check_date,entry_date,exit_date,ret,pnl_krw,reason,sig_range20,sig_ret60,entry_candle_loc,entry_upper_shadow,entry_body_ret,entry_ma20_dist,entry_vol_exp,entry_trade_amount,next_body_ret,close_5d,max_5d,min_5d,close_10d,max_10d,min_10d,close_20d,max_20d,min_20d,close_60d,max_60d,min_60d
ap01_range040_top50,pre,CRASH,2022-04-28,035460,기산텔레콤,2022-05-06,2022-05-09,2022-06-27,0.0008684719535783365,86847.19535783365,TRAIL,0.34963325183374083,0.5092250922509225,0.9420289855072463,0.057971014492753624,0.025490196078431372,0.2985723153320919,0.5994542376664037,23185766750.0,0.09284332688588008,0.2940038684719536,0.5106382978723404,0.0,-0.3036750483558994,0.5106382978723404,-0.3114119922630561,-0.4148936170212766,0.5106382978723404,-0.4197292069632495,-0.34622823984526113,0.5106382978723404,-0.4197292069632495
ap01_range040_top50,train,CRASH,2022-05-25,306620,네온테크,2022-06-02,2022-06-03,2022-06-13,-0.123,-12300000.0,STOP,0.336283185840708,0.5208613728129206,1.0,0.0,0.05575539568345324,0.18934251848850167,1.4577389925976971,80519394610.0,0.06228373702422145,-0.12110726643598616,0.0726643598615917,-0.12802768166089964,-0.20328719723183392,0.0726643598615917,-0.22750865051903113,-0.30103806228373703,0.0726643598615917,-0.3062283737024221,-0.29238754325259514,0.0726643598615917,-0.31055363321799306
ap01_range040_top50,train,CRASH,2022-05-25,101170,우림피티에스,2022-06-02,2022-06-03,2022-06-22,0.13737122969837587,13737122.969837587,TRAIL,0.33934426229508197,0.2815126050420168,1.0,0.0,0.19476744186046513,0.4154111063280241,5.954930806723722,160717209840.0,0.14617169373549885,-0.03596287703016241,0.22389791183294663,-0.07540603248259861,0.25870069605568446,0.4617169373549884,-0.08352668213457076,0.024361948955916472,0.4617169373549884,-0.08352668213457076,-0.05336426914153132,0.4617169373549884,-0.12296983758700696
ap01_range040_top50,train,CRASH,2022-07-20,388050,지투파워,2022-07-27,2022-07-28,2022-08-09,-0.123,-12300000.0,STOP,0.3557312252964427,0.5089463220675944,1.0,0.0,0.29045643153526973,0.30407435879516387,0.7255281637616654,47648310000.0,0.05566218809980806,-0.0854126679462572,0.12859884836852206,-0.09404990403071017,-0.7024952015355086,0.12859884836852206,-0.7706333973128598,-0.7687140115163148,0.12859884836852206,-0.7907869481765835,-0.8374280230326295,0.12859884836852206,-0.8986564299424185
ap01_range040_top50,train,CRASH,2022-09-14,123410,코리아에프티,2022-09-21,2022-09-22,2022-09-29,-0.123,-12300000.0,STOP,0.3447368421052632,0.34991119005328597,1.0,0.0,0.061518324607329845,0.24587141869575235,1.5538639793372944,32972968925.0,0.01937984496124031,-0.16666666666666666,0.15762273901808785,-0.16666666666666666,-0.24806201550387597,0.15762273901808785,-0.2571059431524548,-0.32558139534883723,0.15762273901808785,-0.3708010335917313,-0.31007751937984496,0.15762273901808785,-0.3708010335917313
ap01_range040_top50,train,CRASH,2022-11-09,032190,다우데이타,2022-11-16,2022-11-17,2023-02-14,1.1680526315789475,116805263.15789475,MAX,0.2542857142857143,0.5151515151515151,0.972972972972973,0.02702702702702703,0.07042253521126761,0.3667016334482242,2.600328083475593,11733404400.0,0.07675438596491228,0.02412280701754386,0.09649122807017543,-0.07675438596491228,0.32456140350877194,0.35964912280701755,-0.07675438596491228,0.24342105263157895,0.4298245614035088,-0.07675438596491228,1.1710526315789473,1.412280701754386,-0.07675438596491228
ap01_range040_top50,train,CRASH,2022-11-14,004360,세방,2022-11-21,2022-11-22,2023-02-17,1.095434004474273,109543400.4474273,MAX,0.2645631067961165,0.5725190839694656,0.9736842105263158,0.02631578947368421,0.0585480093676815,0.20021242697822622,1.7457500614073507,9147530800.0,0.08277404921700224,0.1342281879194631,0.203579418344519,-0.0022371364653243847,0.319910514541387,0.44966442953020136,-0.0022371364653243847,0.24161073825503357,0.44966442953020136,-0.0022371364653243847,1.0984340044742729,1.366890380313199,-0.0022371364653243847
ap01_range040_top50,train,CRASH,2022-12-20,032190,다우데이타,2022-12-27,2022-12-28,2023-03-28,0.5921219512195122,59212195.121951215,MAX,0.3618881118881119,1.0,0.9393939393939394,0.06060606060606061,0.04406779661016949,0.06280193236714976,1.6429195108642536,29666221200.0,0.06504065040650407,0.22113821138211381,0.22276422764227644,-0.011382113821138212,0.21788617886178863,0.34959349593495936,-0.011382113821138212,0.5219512195121951,0.5349593495934959,-0.011382113821138212,0.5951219512195122,0.7886178861788617,-0.011382113821138212
ap01_range040_top50,train,CRASH,2022-12-23,032190,다우데이타,2023-01-02,2023-01-03,2023-03-31,0.5245229357798165,52452293.57798164,MAX,0.2744755244755245,1.0875912408759123,0.9761904761904762,0.023809523809523808,0.05492730210016155,0.11215192029294048,0.8107309611828216,15571666550.0,0.0290519877675841,0.21406727828746178,0.2691131498470948,-0.0045871559633027525,0.23853211009174313,0.29510703363914376,-0.0045871559633027525,0.5275229357798165,0.6819571865443425,-0.0045871559633027525,0.5275229357798165,0.6819571865443425,-0.0045871559633027525
ap01_range040_top50,train,CRASH,2023-01-20,093640,다믈멀티미디어,2023-01-31,2023-02-01,2023-02-24,-0.123,-12300000.0,STOP,0.37758346581875996,0.3673913043478261,1.0,0.0,0.12894736842105264,0.458377597416394,8.754684693423291,97341472800.0,0.032,0.1,0.211,-0.095,0.003,0.211,-0.095,0.027,0.211,-0.123,-0.21,0.28,-0.242
ap01_range040_top50,train,CRASH,2023-01-20,003530,한화투자증권,2023-01-31,2023-02-01,2023-03-03,-0.123,-12300000.0,STOP,0.3060556464811784,0.22690763052208834,0.9512195121951219,0.04878048780487805,0.05188679245283019,0.1843852350181464,1.214713106986955,9934084695.0,0.10463378176382661,-0.01943198804185351,0.16741405082212257,-0.06726457399103139,-0.08669656203288491,0.16741405082212257,-0.09267563527653214,-0.08968609865470852,0.16741405082212257,-0.10164424514200299,-0.18385650224215247,0.16741405082212257,-0.21973094170403587
ap01_range040_top50,train,CRASH,2023-02-01,314140,알피바이오,2023-02-08,2023-02-09,2023-03-10,-0.123,-12300000.0,STOP,0.3225806451612903,0.24541484716157205,0.9363636363636364,0.06363636363636363,0.06215846994535519,0.08729853511869384,1.3612661404053639,8430961200.0,0.04871794871794872,-0.016025641025641024,0.11602564102564103,-0.046794871794871795,0.032692307692307694,0.11602564102564103,-0.07051282051282051,-0.11474358974358974,0.11602564102564103,-0.1282051282051282,-0.21474358974358973,0.11602564102564103,-0.22179487179487178
ap01_range040_top50,train,CRASH,2023-02-23,272290,이녹스첨단소재,2023-03-03,2023-03-06,2023-03-14,-0.123,-12300000.0,STOP,0.2753246753246753,0.35802469135802467,0.9298245614035088,0.07017543859649122,0.045513654096228866,0.10774317993937724,0.8890194367631697,18506070000.0,0.011166253101736972,-0.09057071960297766,0.022332506203473945,-0.11166253101736973,-0.07320099255583126,0.022332506203473945,-0.13027295285359802,0.0024813895781637717,0.11662531017369727,-0.13027295285359802,0.0,0.17866004962779156,-0.13027295285359802
ap01_range040_top50,train,CRASH,2023-02-24,151860,KG ETS,2023-03-06,2023-03-07,2023-04-25,0.5824450942170241,58244509.42170241,TRAIL,0.26523297491039427,0.3222748815165877,0.9642857142857143,0.03571428571428571,0.019078947368421053,0.12867968522296708,0.4824687947580988,9248536850.0,0.09941520467836257,0.10591293047433398,0.1695906432748538,-0.000649772579597141,0.12150747238466536,0.1695906432748538,-0.000649772579597141,0.27030539311241064,0.3255360623781676,-0.000649772579597141,-0.07277452891487979,0.9883040935672515,-0.2092267706302794
ap01_range040_top50,train,CRASH,2023-03-13,079810,디이엔티,2023-03-20,2023-03-21,2023-04-25,0.14815511551155114,14815511.551155115,TRAIL,0.272068511198946,0.5537359263050153,0.9425287356321839,0.05747126436781609,0.07065609228550829,0.028428962221683576,1.0807383463498532,8562866400.0,0.031683168316831684,0.19075907590759075,0.29504950495049503,-0.015181518151815182,0.1788778877887789,0.29504950495049503,-0.015181518151815182,0.299009900990099,0.44884488448844884,-0.015181518151815182,0.3234323432343234,0.5148514851485149,-0.0165016501650165
ap01_range040_top50,train,CRASH,2023-03-24,042600,새로닉스,2023-03-31,2023-04-03,2023-04-12,0.18554415274463007,18554415.274463005,TRAIL,0.3056,0.9470404984423676,0.9848484848484849,0.015151515151515152,0.06744868035190615,0.2179004600585529,1.2440695858113904,21140028000.0,0.013126491646778043,0.5823389021479713,0.7637231503579952,-0.03937947494033413,0.36754176610978523,0.7637231503579952,-0.03937947494033413,0.028639618138424822,0.7637231503579952,-0.03937947494033413,-0.0405727923627685,0.7637231503579952,-0.08233890214797136
ap01_range040_top50,train,CRASH,2023-03-29,064520,테크엘,2023-04-05,2023-04-06,2023-04-28,-0.123,-12300000.0,STOP,0.29380053908355797,0.30633802816901406,1.0,0.0,0.056578947368421055,0.08550185873605948,3.1195310260310714,4451960480.0,0.07448107448107448,0.042735042735042736,0.1282051282051282,-0.01098901098901099,0.01098901098901099,0.1282051282051282,-0.11233211233211234,-0.15873015873015872,0.1282051282051282,-0.2490842490842491,-0.3492063492063492,0.1282051282051282,-0.3833943833943834
ap01_range040_top50,train,CRASH,2023-04-04,140410,메지온,2023-04-11,2023-04-12,2023-05-26,0.44557142857142856,44557142.85714286,MAX,0.380265435660704,0.3434108527131783,0.9555555555555556,0.044444444444444446,0.041666666666666664,0.026754283032152076,0.5149634770630658,4830840000.0,0.05657142857142857,0.2,0.23714285714285716,-0.012,0.28285714285714286,0.30857142857142855,-0.012,0.4257142857142857,0.6771428571428572,-0.012,1.2228571428571429,1.7971428571428572,-0.012
ap01_range040_top50,train,CRASH,2023-05-19,322510,제이엘케이,2023-05-26,2023-05-30,2023-06-13,0.027303030303030305,2730303.0303030303,TRAIL,0.3476005188067445,0.6945054945054945,0.9411764705882353,0.058823529411764705,0.03958333333333333,0.44157157301747796,1.6817377978881982,6464095900.0,0.12626262626262627,0.25757575757575757,0.295959595959596,-0.020202020202020204,0.050505050505050504,0.295959595959596,-0.020202020202020204,0.6595959595959596,0.9191919191919192,-0.020202020202020204,1.9595959595959596,2.9444444444444446,-0.020202020202020204
ap01_range040_top50,train,CRASH,2023-05-22,035900,JYP Ent.,2023-05-30,2023-05-31,2023-07-13,0.09691673605328892,9691673.605328891,MAX,0.32690622261174407,0.5013157894736842,0.967391304347826,0.03260869565217391,0.06818181818181818,0.1669770328988206,1.2286606200786057,102832277600.0,0.01582014987510408,0.06827643630308076,0.08492922564529559,-0.014154870940882597,0.14071606994171523,0.15487094088259784,-0.014154870940882597,0.03996669442131557,0.17069109075770192,-0.014154870940882597,-0.0791007493755204,0.2206494587843464,-0.09658617818484597
ap01_range040_top50,train,CRASH,2023-05-23,336570,원텍,2023-05-31,2023-06-01,2023-08-28,0.6644816625916871,66448166.25916871,MAX,0.2851758793969849,0.4038800705467372,0.9411764705882353,0.058823529411764705,0.033962264150943396,0.07080049501726048,0.3622361885016012,5228133720.0,0.0550122249388753,0.12836185819070906,0.1430317848410758,0.0,0.2628361858190709,0.3019559902200489,0.0,0.2713936430317848,0.36674816625916873,0.0,0.6674816625916871,0.7237163814180929,0.0
ap01_range040_top50,train,CRASH,2023-05-31,356860,티엘비,2023-06-08,2023-06-09,2023-07-21,0.12958426966292136,12958426.966292135,TRAIL,0.2800875273522976,0.34017595307917886,1.0,0.0,0.04491725768321513,0.0547415644537775,0.5637182055254354,4973384000.0,0.020224719101123594,0.17303370786516853,0.21348314606741572,-0.029213483146067417,0.17303370786516853,0.21348314606741572,-0.029213483146067417,0.2247191011235955,0.4247191011235955,-0.029213483146067417,0.17752808988764046,0.4247191011235955,-0.029213483146067417
ap01_range040_top50,train,CRASH,2023-06-23,210540,디와이파워,2023-06-30,2023-07-03,2023-08-14,-0.08522811671087534,-8522811.671087533,MAX,0.2558139534883721,0.2835820895522388,1.0,0.0,0.06995003568879372,0.10557952575874913,1.9940934241662043,5759592710.0,0.015915119363395226,0.09350132625994695,0.1306366047745358,-0.03713527851458886,0.09416445623342175,0.17639257294429708,-0.03713527851458886,0.023872679045092837,0.18037135278514588,-0.03713527851458886,-0.13793103448275862,0.18037135278514588,-0.16511936339522545
ap01_range040_top50,train,CRASH,2023-07-10,053700,삼보모터스,2023-07-17,2023-07-18,2023-07-26,-0.123,-12300000.0,STOP,0.27123287671232876,0.21061359867330018,0.92,0.08,0.001422475106685633,0.03796535200884629,0.2137248858703552,3806640640.0,0.02263083451202263,-0.09900990099009901,0.028288543140028287,-0.10891089108910891,-0.10183875530410184,0.028288543140028287,-0.16265912305516267,-0.214992927864215,0.028288543140028287,-0.22206506364922207,-0.2531824611032532,0.028288543140028287,-0.32814710042432815
ap01_range040_top50,train,CRASH,2023-07-17,023810,인팩,2023-07-24,2023-07-25,2023-08-07,-0.123,-12300000.0,STOP,0.38176197836166925,0.3005025125628141,0.930379746835443,0.06962025316455696,0.0864,0.14856007104495283,0.5754204691255768,4308608080.0,0.0336996336996337,0.07252747252747253,0.12527472527472527,-0.04322344322344322,-0.0989010989010989,0.12527472527472527,-0.12967032967032968,-0.24761904761904763,0.12527472527472527,-0.26593406593406593,-0.4,0.12527472527472527,-0.41904761904761906
ap01_range040_top50,train,CRASH,2023-07-21,005490,POSCO홀딩스,2023-07-28,2023-07-31,2023-08-02,-0.063,-6300000.0,EARLY_FAIL_CLOSE,0.3103448275862069,0.38268506900878296,1.0,0.0,0.05631399317406143,0.27026472398932894,1.3044189445644259,2546860025000.0,0.015822784810126583,-0.11234177215189874,0.04746835443037975,-0.12183544303797468,-0.08702531645569621,0.04746835443037975,-0.12183544303797468,-0.07753164556962025,0.04746835443037975,-0.16930379746835442,-0.34889240506329117,0.04746835443037975,-0.3575949367088608
ap01_range040_top50,train,CRASH,2023-07-21,010100,한국무브넥스,2023-07-28,2023-07-31,2023-08-03,0.07736622583926754,7736622.583926754,TRAIL,0.25274725274725274,0.5423728813559322,0.9846153846153847,0.015384615384615385,0.06111111111111111,0.13832767149412956,0.6867274703834256,5590240525.0,0.18209562563580875,-0.017293997965412006,0.3611393692777213,-0.028484231943031537,-0.030518819938962362,0.3611393692777213,-0.10579857578840285,0.0,0.3611393692777213,-0.1353001017293998,0.8107833163784334,0.9165818921668362,-0.1353001017293998
ap01_range040_top50,train,CRASH,2023-07-21,058430,포스코스틸리온,2023-07-28,2023-07-31,2023-08-03,-0.063,-6300000.0,EARLY_FAIL_CLOSE,0.3785919540229885,0.21043478260869566,0.9411764705882353,0.058823529411764705,0.15146579804560262,0.12168808503887038,0.8380623675769191,65609670700.0,0.05329593267882188,-0.17110799438990182,0.08976157082748948,-0.17952314165497896,-0.1570827489481066,0.08976157082748948,-0.17952314165497896,-0.17391304347826086,0.08976157082748948,-0.2496493688639551,-0.3380084151472651,0.20196353436185133,-0.34642356241234223
ap01_range040_top50,train,CRASH,2023-08-29,196300,애니젠,2023-09-05,2023-09-06,2023-09-18,-0.123,-12300000.0,STOP,0.2746947835738069,0.20454545454545456,0.9692307692307692,0.03076923076923077,0.03027027027027027,0.17299526124684597,1.574848644425008,6597809600.0,0.027676240208877285,-0.03446475195822454,0.09660574412532637,-0.11383812010443864,-0.045953002610966055,0.09660574412532637,-0.12219321148825066,-0.21671018276762402,0.09660574412532637,-0.3462140992167102,-0.22193211488250653,0.09660574412532637,-0.35352480417754567
ap01_range040_top50,train,CRASH,2023-10-06,001530,DI동일,2023-10-16,2023-10-17,2023-10-26,-0.123,-12300000.0,STOP,0.3268892794376098,0.4049382716049383,1.0,0.0,0.0,0.046918123275068994,0.5325059847068483,4900825450.0,0.03202846975088968,-0.0711743772241993,0.0498220640569395,-0.11209964412811388,-0.05871886120996441,0.0498220640569395,-0.15302491103202848,0.1619217081850534,0.1797153024911032,-0.15302491103202848,-0.028469750889679714,0.1797153024911032,-0.15302491103202848
ap01_range040_top50,train,CRASH,2024-01-30,059270,해성티피씨,2024-02-06,2024-02-07,2024-02-13,-0.123,-12300000.0,STOP,0.30425531914893617,0.5588723051409619,1.0,0.0,0.053791887125220456,0.3047275903482913,1.2750891073272936,6173298300.0,0.08050847457627118,0.19491525423728814,0.25,-0.13135593220338984,0.6288135593220339,0.6728813559322034,-0.13135593220338984,0.09915254237288136,0.6728813559322034,-0.2364406779661017,-0.3016949152542373,0.6728813559322034,-0.43389830508474575
ap01_range040_top50,train,CRASH,2024-02-07,005387,현대차2우B,2024-02-16,2024-02-19,2024-04-02,-0.123,-12300000.0,STOP,0.2827540106951872,0.4609375,1.0,0.0,0.051000645577792124,0.2577741723645073,1.50547108531898,68901844000.0,0.022018348623853212,-0.05137614678899083,0.05015290519877676,-0.07889908256880734,0.01834862385321101,0.05015290519877676,-0.11437308868501529,-0.0819571865443425,0.05015290519877676,-0.11437308868501529,-0.023241590214067277,0.05015290519877676,-0.14311926605504588
ap01_range040_top50,train,CRASH,2024-02-07,005385,현대차우,2024-02-16,2024-02-19,2024-04-02,-0.08485279187817259,-8485279.187817259,MAX,0.2664835164835165,0.43166175024582104,1.0,0.0,0.05080213903743316,0.23395737666313435,1.4426246417765096,43092292800.0,0.028553299492385786,-0.023477157360406092,0.04378172588832487,-0.048223350253807105,0.046954314720812185,0.05901015228426396,-0.07804568527918782,-0.044416243654822336,0.05964467005076142,-0.07804568527918782,0.0,0.05964467005076142,-0.09771573604060914
ap01_range040_top50,train,CRASH,2024-02-07,005389,현대차3우B,2024-02-16,2024-02-19,2024-04-02,-0.10112782440284054,-10112782.440284055,MAX,0.2643598615916955,0.4236453201970443,1.0,0.0,0.05016949152542373,0.22392541087231352,1.4539085619954504,10068190200.0,0.03486120077469335,-0.014848289218850872,0.04454486765655261,-0.04131697869593286,0.016139444803098774,0.04454486765655261,-0.07295029051000645,-0.06391220142027114,0.04454486765655261,-0.07295029051000645,0.0025823111684958036,0.04454486765655261,-0.11297611362169141
ap01_range040_top50,train,CRASH,2024-02-07,028260,삼성물산,2024-02-16,2024-02-19,2024-04-02,-0.07206906906906907,-7206906.9069069065,MAX,0.2633289986996099,0.33855526544821585,1.0,0.0,0.04132231404958678,0.18971528181289948,1.195886393181846,155367739800.0,0.023423423423423424,-0.08528528528528528,0.03123123123123123,-0.11411411411411411,-0.009009009009009009,0.03123123123123123,-0.11711711711711711,-0.0990990990990991,0.03123123123123123,-0.11711711711711711,-0.09009009009009009,0.03123123123123123,-0.17957957957957957
ap01_range040_top50,train,CRASH,2024-02-29,028300,HLB,2024-03-08,2024-03-11,2024-03-13,-0.123,-12300000.0,STOP,0.2687116564417178,1.554858934169279,0.9540816326530612,0.04591836734693878,0.225,0.2586694066272797,4.008540463317266,1266807486000.0,0.019250253292806486,0.02330293819655522,0.0790273556231003,-0.1458966565349544,0.20364741641337386,0.21580547112462006,-0.1458966565349544,-0.05876393110435663,0.3069908814589666,-0.1458966565349544,-0.4002026342451874,0.3069908814589666,-0.5425531914893617
