period,regime,signal_date,asset_code,asset_name,entry_date,exit_date,ret,pnl_krw,reason
train,SIDEWAYS,2023-05-19,322510,제이엘케이,2023-05-30,2023-06-13,0.027303030303030305,2730303.0303030303,TRAIL
train,SIDEWAYS,2023-05-22,035900,JYP Ent.,2023-05-31,2023-07-13,0.09691673605328892,9691673.605328891,MAX
train,SIDEWAYS,2023-05-23,336570,원텍,2023-06-01,2023-08-28,0.6644816625916871,66448166.25916871,MAX
train,SIDEWAYS,2023-05-31,356860,티엘비,2023-06-09,2023-07-21,0.12958426966292136,12958426.966292135,TRAIL
train,BULL,2023-06-01,000660,SK하이닉스,2023-06-12,2023-07-24,-0.006496503496503497,-649650.3496503497,MAX
train,SIDEWAYS,2023-07-17,023810,인팩,2023-07-25,2023-08-07,-0.123,-12300000.0,STOP
train,BULL,2023-07-21,005490,POSCO홀딩스,2023-07-31,2023-08-02,-0.063,-6300000.0,EARLY_FAIL_CLOSE
train,BULL,2023-07-21,010100,한국무브넥스,2023-07-31,2023-08-03,0.07736622583926754,7736622.583926754,TRAIL
train,BULL,2023-07-21,058430,포스코스틸리온,2023-07-31,2023-08-03,-0.063,-6300000.0,EARLY_FAIL_CLOSE
train,SIDEWAYS,2023-09-07,003720,삼영,2023-09-15,2023-09-19,-0.063,-6300000.0,EARLY_FAIL_CLOSE
train,SIDEWAYS,2023-11-17,294870,HDC현대산업개발,2023-11-27,2024-01-11,-0.0043140604467805516,-431406.04467805516,MAX
train,BULL,2023-12-21,180640,한진칼,2024-01-03,2024-02-16,-0.085687338501292,-8568733.8501292,MAX
train,BULL,2024-01-02,234340,헥토파이낸셜,2024-01-10,2024-01-17,-0.123,-12300000.0,STOP
train,BULL,2024-02-29,028300,HLB,2024-03-11,2024-03-13,-0.123,-12300000.0,STOP
train,BULL,2024-03-06,267260,HD현대일렉트릭,2024-03-14,2024-04-16,0.4113835616438356,41138356.16438356,TRAIL
train,SIDEWAYS,2024-05-16,010120,LS ELECTRIC,2024-05-24,2024-06-10,-0.123,-12300000.0,STOP
train,SIDEWAYS,2024-05-16,036620,감성코퍼레이션,2024-05-24,2024-05-29,-0.063,-6300000.0,EARLY_FAIL_CLOSE
train,BULL,2025-01-09,065680,우주일렉트로,2025-01-17,2025-04-18,0.4915511157239232,49155111.572392315,MAX
train,BULL,2025-01-09,460930,현대힘스,2025-01-17,2025-03-07,-0.1037502679528403,-10375026.79528403,MAX
train,BULL,2025-01-10,365330,에스와이스틸텍,2025-01-20,2025-01-23,-0.063,-6300000.0,EARLY_FAIL_CLOSE
train,BULL,2025-02-11,017810,풀무원,2025-02-19,2025-03-31,0.046213943950786054,4621394.395078605,TRAIL
train,BULL,2025-02-17,100840,SNT에너지,2025-02-25,2025-03-26,-0.012708737864077668,-1270873.7864077669,TRAIL
train,BULL,2025-02-18,082270,젬백스,2025-02-26,2025-03-28,-0.030932960893854746,-3093296.0893854746,TRAIL
train,BULL,2025-02-20,010770,평화홀딩스,2025-02-28,2025-03-20,-0.123,-12300000.0,STOP
train,BULL,2025-02-27,288330,브릿지바이오테라퓨틱스,2025-03-10,2025-04-15,0.2708336713995943,27083367.13995943,TRAIL
train,BULL,2025-05-09,082270,젬백스,2025-05-19,2025-07-02,0.6749431664411367,67494316.64411367,MAX
train,SIDEWAYS,2025-05-26,004690,삼천리,2025-06-04,2025-07-17,0.1730409057706355,17304090.57706355,MAX
train,BULL,2025-06-04,064350,현대로템,2025-06-13,2025-07-25,0.07010420076377523,7010420.076377523,MAX
train,BULL,2025-06-09,487570,HS효성,2025-06-17,2025-06-19,-0.063,-6300000.0,EARLY_FAIL_CLOSE
train,BULL,2025-06-16,458870,씨어스테크놀로지,2025-06-24,2025-09-17,1.5487241379310346,154872413.79310346,MAX
train,BULL,2025-06-18,200230,텔콘RF제약,2025-06-26,2025-06-27,0.014222820236813778,1422282.0236813778,TRAIL
train,BULL,2025-06-30,119850,지엔씨에너지,2025-07-08,2025-07-23,-0.123,-12300000.0,STOP
train,BULL,2025-07-01,037270,YG PLUS,2025-07-09,2025-07-18,-0.123,-12300000.0,STOP
train,BULL,2025-07-08,484870,엠앤씨솔루션,2025-07-16,2025-07-29,-0.123,-12300000.0,STOP
train,BULL,2025-07-15,098120,마이크로컨텍솔,2025-07-23,2025-08-18,-0.123,-12300000.0,STOP
train,BULL,2025-07-23,044490,태웅,2025-07-31,2025-08-01,-0.063,-6300000.0,EARLY_FAIL_CLOSE
train,BULL,2025-07-29,298040,효성중공업,2025-08-06,2025-08-08,-0.063,-6300000.0,EARLY_FAIL_CLOSE
post,SIDEWAYS,2025-08-28,097230,HJ중공업,2025-09-05,2025-09-26,0.06589352818371608,6589352.818371608,TRAIL
post,SIDEWAYS,2025-09-08,045970,코아시아,2025-09-16,2025-09-26,-0.123,-12300000.0,STOP
post,BULL,2025-09-09,064290,인텍플러스,2025-09-17,2025-09-26,-0.012702850212249848,-1270285.0212249847,TRAIL
post,BULL,2025-09-15,031210,서울보증보험,2025-09-23,2025-11-11,0.04559813084112149,4559813.08411215,MAX
post,BULL,2025-09-22,199800,툴젠,2025-09-30,2025-10-17,0.06557142857142857,6557142.857142857,TRAIL
post,BULL,2025-10-01,232140,와이씨,2025-10-16,2025-11-05,-0.123,-12300000.0,STOP
post,BULL,2025-10-13,458870,씨어스테크놀로지,2025-10-21,2025-12-09,0.4812681258549932,48126812.58549932,TRAIL
post,BULL,2025-10-15,089890,코세스,2025-10-23,2025-11-25,0.005032128514056224,503212.85140562244,TRAIL
post,BULL,2025-10-22,067310,하나마이크론,2025-10-30,2025-11-10,-0.123,-12300000.0,STOP
post,BULL,2025-10-22,000660,SK하이닉스,2025-10-30,2025-12-11,0.009544802867383514,954480.2867383513,MAX
post,BULL,2025-10-29,172670,에이엘티,2025-11-06,2025-11-07,-0.063,-6300000.0,EARLY_FAIL_CLOSE
post,BULL,2025-11-03,174900,앱클론,2025-11-11,2025-12-23,0.6186216216216216,61862162.16216216,MAX
post,BULL,2025-11-05,115180,큐리언트,2025-11-13,2025-12-26,0.13272854291417166,13272854.291417167,MAX
post,BULL,2025-11-10,353200,대덕전자,2025-11-18,2026-01-02,-0.03821126760563381,-3821126.7605633806,MAX
post,BULL,2025-11-12,010950,S-Oil,2025-11-20,2025-11-24,-0.063,-6300000.0,EARLY_FAIL_CLOSE
post,SIDEWAYS,2025-12-02,043260,성호전자,2025-12-10,2026-01-16,1.462160075329567,146216007.5329567,TRAIL
post,BULL,2025-12-30,368770,파이버프로,2026-01-12,2026-01-13,-0.063,-6300000.0,EARLY_FAIL_CLOSE
post,BULL,2026-01-06,105840,우진,2026-01-14,2026-03-03,0.08985714285714286,8985714.285714285,TRAIL
post,BULL,2026-01-07,005935,삼성전자우,2026-01-15,2026-03-04,0.1094031007751938,10940310.07751938,TRAIL
post,BULL,2026-01-07,240810,원익IPS,2026-01-15,2026-03-04,0.4040680628272251,40406806.28272251,TRAIL
post,BULL,2026-01-14,000250,삼천당제약,2026-01-22,2026-03-04,1.2601578947368421,126015789.47368422,TRAIL
post,BULL,2026-01-20,240810,원익IPS,2026-01-28,2026-03-04,0.15043347639484977,15043347.639484977,TRAIL
post,BULL,2026-01-21,357780,솔브레인,2026-01-29,2026-02-02,-0.050673098751418844,-5067309.875141884,TRAIL
post,BULL,2026-01-27,005850,에스엘,2026-02-04,2026-02-06,-0.063,-6300000.0,EARLY_FAIL_CLOSE
post,BULL,2026-01-27,005930,삼성전자,2026-02-04,2026-03-04,0.05021100917431193,5021100.9174311925,TRAIL
post,BULL,2026-01-27,101490,에스앤에스텍,2026-02-04,2026-03-04,-0.08776517754868271,-8776517.75486827,TRAIL
post,BULL,2026-01-27,000660,SK하이닉스,2026-02-04,2026-03-04,-0.042592760180995476,-4259276.018099547,TRAIL
post,BULL,2026-02-04,085910,네오티스,2026-02-12,2026-03-04,0.4083821138211382,40838211.38211382,TRAIL
post,BULL,2026-02-09,005290,동진쎄미켐,2026-02-20,2026-03-04,-0.123,-12300000.0,STOP
post,SIDEWAYS,2026-04-14,138080,오이솔루션,2026-04-22,2026-04-24,-0.063,-6300000.0,EARLY_FAIL_CLOSE
post,BULL,2026-04-16,031330,에스에이엠티,2026-04-24,2026-05-20,1.013949152542373,101394915.2542373,TRAIL
post,BULL,2026-04-17,089890,코세스,2026-04-27,2026-05-11,-0.04055868544600939,-4055868.5446009394,TRAIL
post,BULL,2026-04-22,356860,티엘비,2026-04-30,2026-05-20,0.10170588235294117,10170588.235294117,MAX
post,BULL,2026-04-24,033790,피노,2026-05-06,2026-05-14,-0.123,-12300000.0,STOP
post,BULL,2026-04-24,015860,일진홀딩스,2026-05-06,2026-05-18,-0.123,-12300000.0,STOP
post,BULL,2026-05-06,131290,티에스이,2026-05-14,2026-05-20,0.25163208046585495,25163208.046585493,MAX
