scope,variant,period,regime,signal_date,asset_code,asset_name,exchange,entry_check_date,entry_date,exit_date,ret,pnl_krw,reason,sig_range20,sig_ret60,sig_ma60_dist,entry_candle_loc,entry_upper_shadow,entry_body_ret,entry_ma20_dist,entry_vol_exp,entry_trade_amount,next_body_ret,close_5d,max_5d,min_5d,close_10d,max_10d,min_10d,close_20d,max_20d,min_20d,close_60d,max_60d,min_60d
KOSPI,KOSPI_BULL_V4_AP06_SCOPE_BASELINE,pre,BULL,2015-01-09,005110,한창,KOSPI,2015-01-16,2015-01-19,2015-01-29,0.4742727272727273,47427272.72727273,TRAIL,0.37569444444444444,1.453151618398637,0.32961942721718657,1.0,0.0,0.1382488479262673,0.8452114149111013,3.479945517530432,43724135130.0,0.09917355371900827,0.6508264462809917,0.78099173553719,0.0,0.34297520661157027,0.8884297520661157,0.0,0.4772727272727273,0.8884297520661157,0.0,0.3925619834710744,0.8884297520661157,0.0
KOSPI,KOSPI_BULL_V4_AP06_SCOPE_BASELINE,pre,BULL,2015-03-16,000970,한국주철관,KOSPI,2015-03-23,2015-03-24,2015-04-02,-0.123,-12300000.0,STOP,0.34649122807017546,1.2822822822822824,0.7532392633319236,1.0,0.0,0.1059190031152648,0.7257303971610519,2.3804430001341896,42618247000.0,0.005405405405405406,-0.08378378378378379,0.12972972972972974,-0.11891891891891893,-0.04054054054054054,0.12972972972972974,-0.21891891891891893,0.03783783783783784,0.15945945945945947,-0.21891891891891893,-0.002702702702702703,0.34054054054054056,-0.21891891891891893
KOSPI,KOSPI_BULL_V4_AP06_SCOPE_BASELINE,pre,BULL,2015-03-20,007070,GS리테일,KOSPI,2015-03-27,2015-03-30,2015-05-13,0.18747619047619046,18747619.047619045,MAX,0.2571428571428571,0.27884615384615385,0.220370087169292,1.0,0.0,0.04487179487179487,0.07920218488785898,0.5945239249945912,5858676400.0,0.019969278033794162,-0.007680491551459293,0.03840245775729647,-0.026113671274961597,0.0629800307219662,0.12135176651305683,-0.026113671274961597,0.15360983102918588,0.21351766513056836,-0.026113671274961597,0.4362519201228879,0.45161290322580644,-0.026113671274961597
KOSPI,KOSPI_BULL_V4_AP06_SCOPE_BASELINE,pre,BULL,2015-03-24,003350,한국화장품제조,KOSPI,2015-03-31,2015-04-01,2015-04-03,-0.063,-6300000.0,EARLY_FAIL_CLOSE,0.36278195488721804,2.263803680981595,0.7061307392164199,1.0,0.0,0.09643605870020965,1.0187204477467915,1.061986908907094,29007515100.0,0.06371681415929203,-0.13274336283185842,0.09380530973451327,-0.215929203539823,-0.12212389380530973,0.09380530973451327,-0.29646017699115046,-0.10088495575221239,0.13451327433628318,-0.29646017699115046,-0.2991150442477876,0.13451327433628318,-0.3938053097345133
KOSPI,KOSPI_BULL_V4_AP06_SCOPE_BASELINE,pre,BULL,2015-04-01,003475,유안타증권우,KOSPI,2015-04-08,2015-04-09,2015-04-29,-0.04330501089324619,-4330501.089324619,TRAIL,0.31398809523809523,0.5101123595505618,0.3981552118732229,1.0,0.0,0.1273644388398487,0.45650048875855326,5.912380661953922,5997215730.0,0.08932461873638345,0.08496732026143791,0.25054466230936817,-0.0196078431372549,0.023965141612200435,0.25054466230936817,-0.0196078431372549,-0.11328976034858387,0.25054466230936817,-0.2113289760348584,-0.18736383442265794,0.25054466230936817,-0.21568627450980393
KOSPI,KOSPI_BULL_V4_AP06_SCOPE_BASELINE,pre,BULL,2015-04-03,005250,녹십자홀딩스,KOSPI,2015-04-10,2015-04-13,2015-05-07,-0.123,-12300000.0,STOP,0.25402504472271914,0.3768472906403941,0.2112676056338028,1.0,0.0,0.034129692832764506,0.12066574202496533,1.04951990575112,3970633200.0,0.009771986970684038,0.05863192182410423,0.0749185667752443,-0.04071661237785016,-0.019543973941368076,0.0749185667752443,-0.06677524429967427,-0.02768729641693811,0.0749185667752443,-0.13192182410423453,0.42671009771986973,1.019543973941368,-0.13192182410423453
KOSPI,KOSPI_BULL_V4_AP06_SCOPE_BASELINE,pre,BULL,2015-04-10,011280,태림포장,KOSPI,2015-04-17,2015-04-20,2015-06-02,0.13671742543171114,13671742.543171113,TRAIL,0.2705530642750374,0.5273972602739726,0.31026603558021876,0.9333333333333333,0.06666666666666667,0.009404388714733543,0.036452884847509456,1.686992393118684,3798469780.0,0.018838304552590265,0.09105180533751962,0.09105180533751962,-0.09733124018838304,0.058084772370486655,0.24646781789638933,-0.09733124018838304,0.25745682888540034,0.478806907378336,-0.09733124018838304,0.2653061224489796,0.478806907378336,-0.09733124018838304
KOSPI,KOSPI_BULL_V4_AP06_SCOPE_BASELINE,pre,BULL,2015-07-02,005740,크라운제과,KOSPI,2015-07-09,2015-07-10,2015-08-18,0.14256962025316455,14256962.025316454,TRAIL,0.26221498371335505,1.019736842105263,0.42184484754920887,0.92,0.08,0.014657980456026058,0.027120600115406807,0.8441306916119535,5430691000.0,0.1060126582278481,0.27531645569620256,0.45569620253164556,-0.012658227848101266,0.28164556962025317,0.45569620253164556,-0.012658227848101266,0.3623417721518987,0.45569620253164556,-0.012658227848101266,0.15348101265822786,0.46044303797468356,-0.02689873417721519
KOSPI,KOSPI_BULL_V4_AP06_SCOPE_BASELINE,pre,BULL,2016-03-22,145270,케이탑리츠,KOSPI,2016-03-29,2016-03-30,2016-04-04,-0.063,-6300000.0,EARLY_FAIL_CLOSE,0.39730639730639733,0.23236514522821577,0.2466769273821183,0.96875,0.03125,0.07446808510638298,0.3074433656957929,1.4369058692018148,8139426380.0,0.05172413793103448,-0.06403940886699508,0.10591133004926108,-0.12561576354679804,-0.29802955665024633,0.10591133004926108,-0.3694581280788177,-0.2684729064039409,0.10591133004926108,-0.3694581280788177,-0.18719211822660098,0.10591133004926108,-0.3694581280788177
KOSPI,KOSPI_BULL_V4_AP06_SCOPE_BASELINE,pre,BULL,2016-04-15,002620,제일약품,KOSPI,2016-04-22,2016-04-25,2016-05-30,0.3751163434903047,37511634.34903047,TRAIL,0.33098591549295775,1.0579710144927537,0.5192311121413671,0.95,0.05,0.018413597733711047,0.16768168899715793,0.9785073573876235,5584473000.0,0.015235457063711912,0.15512465373961218,0.16481994459833796,-0.002770083102493075,0.20637119113573407,0.2146814404432133,-0.002770083102493075,0.6274238227146814,0.6481994459833795,-0.002770083102493075,-0.0664819944598338,0.925207756232687,-0.07756232686980609
KOSPI,KOSPI_BULL_V4_AP06_SCOPE_BASELINE,pre,BULL,2017-02-23,008700,아남전자,KOSPI,2017-03-03,2017-03-06,2017-04-04,1.1008251366120219,110082513.66120219,TRAIL,0.371875,0.4479638009049774,0.36732659165361053,1.0,0.0,0.036827195467422094,0.3580705009276438,0.4000766016588516,12073360950.0,0.0273224043715847,0.43989071038251365,0.4672131147540984,-0.040983606557377046,0.6065573770491803,0.6366120218579235,-0.040983606557377046,1.1038251366120218,2.0054644808743167,-0.040983606557377046,0.7049180327868853,2.0054644808743167,-0.040983606557377046
