variant,period,signal_date,asset_code,asset_name,entry_date,exit_date,ret,reason
bma60_ext25,pre,2015-02-06,028300,에이치엘비,2015-02-16,2015-03-05,-0.123,STOP
bma60_ext25,pre,2015-03-25,099830,씨그널정보통신,2015-04-02,2015-04-17,0.44177611940298506,TRAIL
bma60_ext25,pre,2015-04-29,049720,고려신용정보,2015-05-11,2015-05-29,-0.123,STOP
bma60_ext25,pre,2016-03-15,043710,로켓모바일,2016-03-23,2016-04-11,0.4328974358974359,TRAIL
bma60_ext25,pre,2017-02-23,008700,아남전자,2017-03-06,2017-04-04,1.1008251366120219,TRAIL
bma60_ext25,pre,2017-11-16,007390,네이처셀,2017-11-24,2017-12-08,0.31606614785992215,TRAIL
bma60_ext25,pre,2018-01-16,086890,이수앱지스,2018-01-24,2018-02-07,-0.05205660377358491,TRAIL
bma60_ext25,pre,2018-04-20,028300,에이치엘비,2018-04-30,2018-05-08,-0.123,STOP
bma60_ext25,pre,2019-03-07,025540,한국단자,2019-03-15,2019-04-26,-0.02652941176470588,MAX
bma60_ext25,pre,2020-01-17,066310,큐에스아이,2020-01-29,2020-02-27,-0.123,STOP
bma60_ext25,pre,2020-08-03,006120,SK디스커버리,2020-08-11,2020-08-18,-0.02765753424657534,TRAIL
bma60_ext25,pre,2020-08-25,104460,디와이피엔에프,2020-09-02,2020-09-22,-0.123,STOP
bma60_ext25,pre,2020-11-30,023960,에쓰씨엔지니어링,2020-12-08,2020-12-16,0.5342750642673522,TRAIL
bma60_ext25,pre,2020-12-21,001120,LG상사,2020-12-30,2021-02-16,0.10742944785276073,MAX
bma60_ext25,pre,2021-05-27,011420,갤럭시아에스엠,2021-06-04,2021-06-07,-0.063,EARLY_FAIL
bma60_ext25,pre,2021-06-17,036170,클라우드에어,2021-06-25,2021-06-29,-0.063,EARLY_FAIL
bma60_ext25,train,2023-02-23,272290,이녹스첨단소재,2023-03-06,2023-03-09,-0.063,EARLY_FAIL
bma60_ext25,train,2023-03-17,234920,자이글,2023-03-27,2023-04-04,1.1541428571428574,TRAIL
bma60_ext25,train,2023-04-28,106080,하이소닉,2023-05-10,2023-06-02,-0.123,STOP
bma60_ext25,train,2023-06-15,085620,미래에셋생명,2023-06-23,2023-08-04,0.020545706371191137,MAX
bma60_ext25,train,2024-05-02,175140,휴먼테크놀로지,2024-05-13,2024-06-26,0.07497537619699042,MAX
bma60_ext25,train,2025-02-10,036530,SNT홀딩스,2025-02-18,2025-04-02,0.16164471403812825,MAX
bma60_ext25,train,2025-07-01,037270,YG PLUS,2025-07-09,2025-07-18,-0.123,STOP
bma60_ext25,post,2025-09-17,089890,코세스,2025-09-25,2025-09-30,-0.063,EARLY_FAIL
bma60_ext25,post,2025-10-15,089890,코세스,2025-10-23,2025-11-25,0.005032128514056224,TRAIL
bma60_ext30,pre,2012-08-14,038290,마크로젠,2012-08-23,2012-10-08,0.15869544740973313,MAX
bma60_ext30,pre,2012-10-12,064550,바이오니아,2012-10-22,2012-11-16,-0.123,STOP
bma60_ext30,pre,2013-02-22,048830,엔피케이,2013-03-05,2013-03-07,-0.063,EARLY_FAIL
bma60_ext30,pre,2014-09-12,024720,한국콜마홀딩스,2014-09-22,2014-11-13,0.25672222222222224,TRAIL
bma60_ext30,pre,2015-02-06,028300,에이치엘비,2015-02-16,2015-03-05,-0.123,STOP
bma60_ext30,pre,2015-03-25,099830,씨그널정보통신,2015-04-02,2015-04-17,0.44177611940298506,TRAIL
bma60_ext30,pre,2015-04-29,049720,고려신용정보,2015-05-11,2015-05-29,-0.123,STOP
bma60_ext30,pre,2016-03-15,043710,로켓모바일,2016-03-23,2016-04-11,0.4328974358974359,TRAIL
bma60_ext30,pre,2017-02-23,008700,아남전자,2017-03-06,2017-04-04,1.1008251366120219,TRAIL
bma60_ext30,pre,2017-11-16,007390,네이처셀,2017-11-24,2017-12-08,0.31606614785992215,TRAIL
bma60_ext30,pre,2018-01-16,086890,이수앱지스,2018-01-24,2018-02-07,-0.05205660377358491,TRAIL
bma60_ext30,pre,2018-04-20,028300,에이치엘비,2018-04-30,2018-05-08,-0.123,STOP
bma60_ext30,pre,2019-03-07,025540,한국단자,2019-03-15,2019-04-26,-0.02652941176470588,MAX
bma60_ext30,pre,2020-01-17,066310,큐에스아이,2020-01-29,2020-02-27,-0.123,STOP
bma60_ext30,pre,2020-08-03,006120,SK디스커버리,2020-08-11,2020-08-18,-0.02765753424657534,TRAIL
bma60_ext30,pre,2020-08-25,104460,디와이피엔에프,2020-09-02,2020-09-22,-0.123,STOP
bma60_ext30,pre,2020-11-30,023960,에쓰씨엔지니어링,2020-12-08,2020-12-16,0.5342750642673522,TRAIL
bma60_ext30,pre,2020-12-21,001120,LG상사,2020-12-30,2021-02-16,0.10742944785276073,MAX
bma60_ext30,pre,2021-05-27,011420,갤럭시아에스엠,2021-06-04,2021-06-07,-0.063,EARLY_FAIL
bma60_ext30,pre,2021-06-17,036170,클라우드에어,2021-06-25,2021-06-29,-0.063,EARLY_FAIL
bma60_ext30,train,2023-02-23,272290,이녹스첨단소재,2023-03-06,2023-03-09,-0.063,EARLY_FAIL
bma60_ext30,train,2023-03-17,234920,자이글,2023-03-27,2023-04-04,1.1541428571428574,TRAIL
bma60_ext30,train,2023-04-28,106080,하이소닉,2023-05-10,2023-06-02,-0.123,STOP
bma60_ext30,train,2023-06-15,085620,미래에셋생명,2023-06-23,2023-08-04,0.020545706371191137,MAX
bma60_ext30,train,2024-05-02,175140,휴먼테크놀로지,2024-05-13,2024-06-26,0.07497537619699042,MAX
bma60_ext30,train,2025-02-10,036530,SNT홀딩스,2025-02-18,2025-04-02,0.16164471403812825,MAX
bma60_ext30,train,2025-07-01,037270,YG PLUS,2025-07-09,2025-07-18,-0.123,STOP
bma60_ext30,post,2025-09-17,089890,코세스,2025-09-25,2025-09-30,-0.063,EARLY_FAIL
bma60_ext30,post,2025-10-15,089890,코세스,2025-10-23,2025-11-25,0.005032128514056224,TRAIL
bma20_ext25_tp12,pre,2012-06-12,044380,주연테크,2012-06-20,2012-06-27,0.018021021021021023,TRAIL
bma20_ext25_tp12,pre,2012-08-14,038290,마크로젠,2012-08-23,2012-10-08,0.15869544740973313,MAX
bma20_ext25_tp12,pre,2013-02-22,048830,엔피케이,2013-03-05,2013-03-07,-0.063,EARLY_FAIL
bma20_ext25_tp12,pre,2013-07-18,006840,AK홀딩스,2013-07-26,2013-09-09,0.1347840909090909,MAX
bma20_ext25_tp12,pre,2013-09-26,029480,케이디씨,2013-10-07,2013-10-17,0.1252608695652174,TRAIL
bma20_ext25_tp12,pre,2014-12-09,900070,글로벌에스엠,2014-12-18,2014-12-19,-0.063,EARLY_FAIL
bma20_ext25_tp12,pre,2015-01-09,005110,한창,2015-01-19,2015-01-29,0.4742727272727273,TRAIL
bma20_ext25_tp12,pre,2015-02-06,028300,에이치엘비,2015-02-16,2015-03-05,-0.123,STOP
bma20_ext25_tp12,pre,2015-03-25,099830,씨그널정보통신,2015-04-02,2015-04-17,0.44177611940298506,TRAIL
bma20_ext25_tp12,pre,2015-04-29,049720,고려신용정보,2015-05-11,2015-05-29,-0.123,STOP
bma20_ext25_tp12,pre,2016-03-15,043710,로켓모바일,2016-03-23,2016-04-11,0.4328974358974359,TRAIL
bma20_ext25_tp12,pre,2016-09-23,137940,넥스트아이,2016-10-04,2016-10-28,-0.123,STOP
bma20_ext25_tp12,pre,2016-12-12,025820,이구산업,2016-12-20,2017-02-03,0.15268862275449102,MAX
bma20_ext25_tp12,pre,2017-02-23,008700,아남전자,2017-03-06,2017-04-04,1.1008251366120219,TRAIL
bma20_ext25_tp12,pre,2017-11-16,007390,네이처셀,2017-11-24,2017-12-08,0.31606614785992215,TRAIL
bma20_ext25_tp12,pre,2018-01-16,086890,이수앱지스,2018-01-24,2018-02-07,-0.05205660377358491,TRAIL
bma20_ext25_tp12,pre,2018-04-20,028300,에이치엘비,2018-04-30,2018-05-08,-0.123,STOP
bma20_ext25_tp12,pre,2018-12-04,950110,SBI핀테크솔루션즈,2018-12-12,2018-12-13,-0.063,EARLY_FAIL
bma20_ext25_tp12,pre,2019-04-11,043370,평화정공,2019-04-19,2019-04-23,-0.063,EARLY_FAIL
bma20_ext25_tp12,pre,2020-01-17,066310,큐에스아이,2020-01-29,2020-02-27,-0.123,STOP
bma20_ext25_tp12,pre,2020-04-07,270870,뉴트리,2020-04-16,2020-06-10,0.589391304347826,EXT_TRAIL
bma20_ext25_tp12,pre,2020-08-03,006120,SK디스커버리,2020-08-11,2020-08-18,-0.02765753424657534,TRAIL
bma20_ext25_tp12,pre,2020-08-25,104460,디와이피엔에프,2020-09-02,2020-09-22,-0.123,STOP
bma20_ext25_tp12,pre,2020-11-30,023960,에쓰씨엔지니어링,2020-12-08,2020-12-16,0.5342750642673522,TRAIL
bma20_ext25_tp12,pre,2020-12-21,001120,LG상사,2020-12-30,2021-02-16,0.10742944785276073,MAX
bma20_ext25_tp12,pre,2021-06-17,036170,클라우드에어,2021-06-25,2021-06-29,-0.063,EARLY_FAIL
bma20_ext25_tp12,train,2022-11-14,004360,세방,2022-11-22,2023-02-17,1.095434004474273,MAX
bma20_ext25_tp12,train,2023-03-24,009730,코센,2023-04-03,2023-05-04,0.6176896551724138,TRAIL
bma20_ext25_tp12,train,2023-05-23,336570,원텍,2023-06-01,2023-07-17,0.2586136919315403,EXT_TRAIL
bma20_ext25_tp12,train,2024-05-02,175140,휴먼테크놀로지,2024-05-13,2024-06-26,0.07497537619699042,MAX
bma20_ext25_tp12,train,2024-12-12,285490,노바텍,2024-12-20,2024-12-26,-0.063,EARLY_FAIL
bma20_ext25_tp12,train,2025-02-10,036530,SNT홀딩스,2025-02-18,2025-04-02,0.16164471403812825,MAX
bma20_ext25_tp12,train,2025-05-09,082270,젬백스,2025-05-19,2025-07-02,0.6749431664411367,MAX
bma20_ext25_tp12,post,2025-09-17,089890,코세스,2025-09-25,2025-09-30,-0.063,EARLY_FAIL
bma20_ext25_tp12,post,2025-10-15,089890,코세스,2025-10-23,2025-11-25,0.005032128514056224,TRAIL
bma20_ext25_tp15,pre,2012-06-12,044380,주연테크,2012-06-20,2012-06-27,0.018021021021021023,TRAIL
bma20_ext25_tp15,pre,2012-08-14,038290,마크로젠,2012-08-23,2012-10-08,0.15869544740973313,MAX
bma20_ext25_tp15,pre,2013-02-22,048830,엔피케이,2013-03-05,2013-03-07,-0.063,EARLY_FAIL
bma20_ext25_tp15,pre,2013-07-18,006840,AK홀딩스,2013-07-26,2013-09-09,0.1347840909090909,MAX
bma20_ext25_tp15,pre,2013-09-26,029480,케이디씨,2013-10-07,2013-10-17,0.1252608695652174,TRAIL
bma20_ext25_tp15,pre,2014-12-09,900070,글로벌에스엠,2014-12-18,2014-12-19,-0.063,EARLY_FAIL
bma20_ext25_tp15,pre,2015-01-09,005110,한창,2015-01-19,2015-01-29,0.4742727272727273,TRAIL
bma20_ext25_tp15,pre,2015-02-06,028300,에이치엘비,2015-02-16,2015-03-05,-0.123,STOP
bma20_ext25_tp15,pre,2015-03-25,099830,씨그널정보통신,2015-04-02,2015-04-17,0.44177611940298506,TRAIL
bma20_ext25_tp15,pre,2015-04-29,049720,고려신용정보,2015-05-11,2015-05-29,-0.123,STOP
bma20_ext25_tp15,pre,2016-03-15,043710,로켓모바일,2016-03-23,2016-04-11,0.4328974358974359,TRAIL
bma20_ext25_tp15,pre,2016-09-23,137940,넥스트아이,2016-10-04,2016-10-28,-0.123,STOP
bma20_ext25_tp15,pre,2016-12-12,025820,이구산업,2016-12-20,2017-02-03,0.15268862275449102,MAX
bma20_ext25_tp15,pre,2017-02-23,008700,아남전자,2017-03-06,2017-04-04,1.1008251366120219,TRAIL
bma20_ext25_tp15,pre,2017-11-16,007390,네이처셀,2017-11-24,2017-12-08,0.31606614785992215,TRAIL
bma20_ext25_tp15,pre,2018-01-16,086890,이수앱지스,2018-01-24,2018-02-07,-0.05205660377358491,TRAIL
bma20_ext25_tp15,pre,2018-04-20,028300,에이치엘비,2018-04-30,2018-05-08,-0.123,STOP
bma20_ext25_tp15,pre,2018-12-04,950110,SBI핀테크솔루션즈,2018-12-12,2018-12-13,-0.063,EARLY_FAIL
bma20_ext25_tp15,pre,2019-04-11,043370,평화정공,2019-04-19,2019-04-23,-0.063,EARLY_FAIL
bma20_ext25_tp15,pre,2020-01-17,066310,큐에스아이,2020-01-29,2020-02-27,-0.123,STOP
bma20_ext25_tp15,pre,2020-04-07,270870,뉴트리,2020-04-16,2020-06-15,0.4698260869565217,EXT_TRAIL
bma20_ext25_tp15,pre,2020-08-03,006120,SK디스커버리,2020-08-11,2020-08-18,-0.02765753424657534,TRAIL
bma20_ext25_tp15,pre,2020-08-25,104460,디와이피엔에프,2020-09-02,2020-09-22,-0.123,STOP
bma20_ext25_tp15,pre,2020-11-30,023960,에쓰씨엔지니어링,2020-12-08,2020-12-16,0.5342750642673522,TRAIL
bma20_ext25_tp15,pre,2020-12-21,001120,LG상사,2020-12-30,2021-02-16,0.10742944785276073,MAX
bma20_ext25_tp15,pre,2021-06-17,036170,클라우드에어,2021-06-25,2021-06-29,-0.063,EARLY_FAIL
bma20_ext25_tp15,train,2022-11-14,004360,세방,2022-11-22,2023-02-17,1.095434004474273,MAX
bma20_ext25_tp15,train,2023-03-24,009730,코센,2023-04-03,2023-05-04,0.6176896551724138,TRAIL
bma20_ext25_tp15,train,2023-05-23,336570,원텍,2023-06-01,2023-07-26,0.19626650366748166,EXT_TRAIL
bma20_ext25_tp15,train,2024-05-02,175140,휴먼테크놀로지,2024-05-13,2024-06-26,0.07497537619699042,MAX
bma20_ext25_tp15,train,2024-12-12,285490,노바텍,2024-12-20,2024-12-26,-0.063,EARLY_FAIL
bma20_ext25_tp15,train,2025-02-10,036530,SNT홀딩스,2025-02-18,2025-04-02,0.16164471403812825,MAX
bma20_ext25_tp15,train,2025-05-09,082270,젬백스,2025-05-19,2025-07-02,0.6749431664411367,MAX
bma20_ext25_tp15,post,2025-09-17,089890,코세스,2025-09-25,2025-09-30,-0.063,EARLY_FAIL
bma20_ext25_tp15,post,2025-10-15,089890,코세스,2025-10-23,2025-11-25,0.005032128514056224,TRAIL
bma20_ext25_tp25,pre,2012-06-12,044380,주연테크,2012-06-20,2012-06-27,0.018021021021021023,TRAIL
bma20_ext25_tp25,pre,2012-08-14,038290,마크로젠,2012-08-23,2012-10-08,0.15869544740973313,MAX
bma20_ext25_tp25,pre,2013-02-22,048830,엔피케이,2013-03-05,2013-03-07,-0.063,EARLY_FAIL
bma20_ext25_tp25,pre,2013-07-18,006840,AK홀딩스,2013-07-26,2013-09-09,0.1347840909090909,MAX
bma20_ext25_tp25,pre,2013-09-26,029480,케이디씨,2013-10-07,2013-10-17,0.1252608695652174,TRAIL
bma20_ext25_tp25,pre,2014-12-09,900070,글로벌에스엠,2014-12-18,2014-12-19,-0.063,EARLY_FAIL
bma20_ext25_tp25,pre,2015-01-09,005110,한창,2015-01-19,2015-01-29,0.4742727272727273,TRAIL
bma20_ext25_tp25,pre,2015-02-06,028300,에이치엘비,2015-02-16,2015-03-05,-0.123,STOP
bma20_ext25_tp25,pre,2015-03-25,099830,씨그널정보통신,2015-04-02,2015-04-17,0.44177611940298506,TRAIL
bma20_ext25_tp25,pre,2015-04-29,049720,고려신용정보,2015-05-11,2015-05-29,-0.123,STOP
bma20_ext25_tp25,pre,2016-03-15,043710,로켓모바일,2016-03-23,2016-04-11,0.4328974358974359,TRAIL
bma20_ext25_tp25,pre,2016-09-23,137940,넥스트아이,2016-10-04,2016-10-28,-0.123,STOP
bma20_ext25_tp25,pre,2016-12-12,025820,이구산업,2016-12-20,2017-02-03,0.15268862275449102,MAX
bma20_ext25_tp25,pre,2017-02-23,008700,아남전자,2017-03-06,2017-04-04,1.1008251366120219,TRAIL
bma20_ext25_tp25,pre,2017-11-16,007390,네이처셀,2017-11-24,2017-12-08,0.31606614785992215,TRAIL
bma20_ext25_tp25,pre,2018-01-16,086890,이수앱지스,2018-01-24,2018-02-07,-0.05205660377358491,TRAIL
bma20_ext25_tp25,pre,2018-04-20,028300,에이치엘비,2018-04-30,2018-05-08,-0.123,STOP
bma20_ext25_tp25,pre,2018-12-04,950110,SBI핀테크솔루션즈,2018-12-12,2018-12-13,-0.063,EARLY_FAIL
bma20_ext25_tp25,pre,2019-04-11,043370,평화정공,2019-04-19,2019-04-23,-0.063,EARLY_FAIL
bma20_ext25_tp25,pre,2020-01-17,066310,큐에스아이,2020-01-29,2020-02-27,-0.123,STOP
bma20_ext25_tp25,pre,2020-04-07,270870,뉴트리,2020-04-16,2020-07-14,0.5187391304347826,MAX
bma20_ext25_tp25,pre,2020-08-03,006120,SK디스커버리,2020-08-11,2020-08-18,-0.02765753424657534,TRAIL
bma20_ext25_tp25,pre,2020-08-25,104460,디와이피엔에프,2020-09-02,2020-09-22,-0.123,STOP
bma20_ext25_tp25,pre,2020-11-30,023960,에쓰씨엔지니어링,2020-12-08,2020-12-16,0.5342750642673522,TRAIL
bma20_ext25_tp25,pre,2020-12-21,001120,LG상사,2020-12-30,2021-02-16,0.10742944785276073,MAX
bma20_ext25_tp25,pre,2021-06-17,036170,클라우드에어,2021-06-25,2021-06-29,-0.063,EARLY_FAIL
bma20_ext25_tp25,train,2022-11-14,004360,세방,2022-11-22,2023-02-17,1.095434004474273,MAX
bma20_ext25_tp25,train,2023-03-24,009730,코센,2023-04-03,2023-05-04,0.6176896551724138,TRAIL
bma20_ext25_tp25,train,2023-05-23,336570,원텍,2023-06-01,2023-08-28,0.6644816625916871,MAX
bma20_ext25_tp25,train,2024-05-02,175140,휴먼테크놀로지,2024-05-13,2024-06-26,0.07497537619699042,MAX
bma20_ext25_tp25,train,2024-12-12,285490,노바텍,2024-12-20,2024-12-26,-0.063,EARLY_FAIL
bma20_ext25_tp25,train,2025-02-10,036530,SNT홀딩스,2025-02-18,2025-04-02,0.16164471403812825,MAX
bma20_ext25_tp25,train,2025-05-09,082270,젬백스,2025-05-19,2025-07-02,0.6749431664411367,MAX
bma20_ext25_tp25,post,2025-09-17,089890,코세스,2025-09-25,2025-09-30,-0.063,EARLY_FAIL
bma20_ext25_tp25,post,2025-10-15,089890,코세스,2025-10-23,2025-11-25,0.005032128514056224,TRAIL
bma20_delay3,pre,2012-08-29,025880,케이씨피드,2012-09-04,2012-09-13,0.1105593220338983,TRAIL
bma20_delay3,pre,2012-09-19,049960,쎌바이오텍,2012-09-25,2012-11-08,0.20235714285714285,MAX
bma20_delay3,pre,2013-02-15,050320,아남정보기술,2013-02-21,2013-03-08,-0.03685416666666667,TRAIL
bma20_delay3,pre,2013-05-22,008775,호텔신라우,2013-05-28,2013-06-05,-0.123,STOP
bma20_delay3,pre,2013-07-18,025980,에머슨퍼시픽,2013-07-24,2013-07-25,-0.063,EARLY_FAIL
bma20_delay3,pre,2013-08-01,067250,STX조선해양,2013-08-07,2013-08-08,-0.063,EARLY_FAIL
bma20_delay3,pre,2014-02-17,036690,코맥스,2014-02-21,2014-04-22,0.07066071428571429,TRAIL
bma20_delay3,pre,2014-12-09,900130,웨이포트,2014-12-15,2014-12-17,0.06709345794392522,TRAIL
bma20_delay3,pre,2015-01-09,015710,코콤,2015-01-15,2015-02-16,0.6999702970297029,TRAIL
bma20_delay3,pre,2015-03-11,014990,인디에프,2015-03-17,2015-03-24,-0.123,STOP
bma20_delay3,pre,2015-03-25,003350,한국화장품제조,2015-03-31,2015-04-06,-0.063,EARLY_FAIL
bma20_delay3,pre,2015-04-22,005750,대림B&Co,2015-04-28,2015-05-14,0.0800860534124629,TRAIL
bma20_delay3,pre,2015-09-15,044960,이-글 벳,2015-09-21,2015-10-02,0.023988636363636365,TRAIL
bma20_delay3,pre,2015-10-30,010600,와이비로드,2015-11-05,2015-11-09,-0.063,EARLY_FAIL
bma20_delay3,pre,2016-03-15,019570,제미니투자,2016-03-21,2016-03-23,-0.063,EARLY_FAIL
bma20_delay3,pre,2016-04-20,083640,인콘,2016-04-26,2016-04-27,-0.063,EARLY_FAIL
bma20_delay3,pre,2016-07-25,099320,쎄트렉아이,2016-07-29,2016-08-16,-0.123,STOP
bma20_delay3,pre,2017-03-31,100030,모바일리더,2017-04-06,2017-04-10,-0.063,EARLY_FAIL
bma20_delay3,pre,2017-05-26,049950,미래컴퍼니,2017-06-01,2017-06-19,0.10093700787401574,TRAIL
bma20_delay3,pre,2018-01-02,009420,한올바이오파마,2018-01-08,2018-01-19,0.23218164435946462,TRAIL
bma20_delay3,pre,2018-01-23,065160,에프티이앤이,2018-01-29,2018-01-31,-0.063,EARLY_FAIL
bma20_delay3,pre,2018-03-09,141020,포티스,2018-03-15,2018-04-26,0.18612529550827422,MAX
bma20_delay3,pre,2018-12-04,950110,SBI핀테크솔루션즈,2018-12-10,2019-01-24,-0.033716723549488056,MAX
bma20_delay3,pre,2019-04-04,263920,에스엔피월드,2019-04-10,2019-05-24,-0.04344117647058824,MAX
bma20_delay3,pre,2019-06-18,084680,이월드,2019-06-24,2019-06-27,-0.063,EARLY_FAIL
bma20_delay3,pre,2019-09-20,003415,쌍용양회우,2019-09-26,2019-11-22,0.42557142857142854,TRAIL
bma20_delay3,pre,2020-01-17,066310,큐에스아이,2020-01-23,2020-02-27,-0.07791856677524431,TRAIL
bma20_delay3,pre,2020-11-23,003100,선광,2020-11-27,2021-01-13,0.0665970695970696,MAX
bma20_delay3,pre,2021-01-21,038880,아이에이,2021-01-27,2021-02-24,-0.03892814371257485,TRAIL
bma20_delay3,pre,2021-04-13,049800,우진플라임,2021-04-19,2021-04-22,-0.063,EARLY_FAIL
bma20_delay3,pre,2021-08-05,066970,엘앤에프,2021-08-11,2021-10-25,0.5887667238421955,TRAIL
bma20_delay3,train,2022-08-08,179900,유티아이,2022-08-12,2022-09-28,0.01656521739130435,TRAIL
bma20_delay3,train,2023-02-09,032960,동일기연,2023-02-15,2023-02-21,-0.123,STOP
bma20_delay3,train,2023-12-08,008355,남선알미우,2023-12-14,2023-12-15,-0.063,EARLY_FAIL
bma20_delay3,train,2024-05-10,175140,휴먼테크놀로지,2024-05-17,2024-07-01,-0.027390243902439024,MAX
bma20_delay3,train,2025-02-17,388720,유일로보틱스,2025-02-21,2025-02-25,-0.063,EARLY_FAIL
bma20_delay3,train,2025-05-16,071320,지역난방공사,2025-05-22,2025-07-07,0.11529436038514443,MAX
bma20_delay3,post,2025-11-05,174900,앱클론,2025-11-11,2025-12-23,0.6186216216216216,MAX
bma20_delay7,pre,2012-08-29,025560,미래산업,2012-09-10,2012-09-14,0.28532116788321166,TRAIL
bma20_delay7,pre,2012-10-05,126560,현대에이치씨엔,2012-10-17,2012-11-28,-0.123,STOP
bma20_delay7,pre,2013-04-01,008930,한미사이언스,2013-04-11,2013-06-26,0.15467634854771783,TRAIL
bma20_delay7,pre,2014-07-07,024940,PN풍년,2014-07-17,2014-07-24,-0.123,STOP
bma20_delay7,pre,2015-01-09,043090,팜스웰바이오,2015-01-21,2015-01-23,-0.063,EARLY_FAIL
bma20_delay7,pre,2015-01-30,026260,보타바이오,2015-02-11,2015-04-23,1.114750439367311,TRAIL
bma20_delay7,pre,2015-05-22,006340,대원전선,2015-06-04,2015-06-15,-0.0613554376657825,TRAIL
bma20_delay7,pre,2016-09-30,043910,자연과환경,2016-10-13,2016-10-31,-0.123,STOP
bma20_delay7,pre,2017-01-03,025620,제이준,2017-01-13,2017-03-03,0.12261174551386622,TRAIL
bma20_delay7,pre,2017-06-02,020150,일진머티리얼즈,2017-06-15,2017-08-09,0.4270202839756592,TRAIL
bma20_delay7,pre,2017-11-09,019990,에너토크,2017-11-21,2017-12-07,0.20389655172413793,TRAIL
bma20_delay7,pre,2018-01-16,086890,이수앱지스,2018-01-26,2018-01-30,-0.063,EARLY_FAIL
bma20_delay7,pre,2018-09-17,007660,이수페타시스,2018-10-02,2018-10-05,-0.063,EARLY_FAIL
bma20_delay7,pre,2018-12-04,000215,대림산업우,2018-12-14,2019-01-04,-0.123,STOP
bma20_delay7,pre,2019-04-18,065770,CS,2019-04-30,2019-05-20,-0.123,STOP
bma20_delay7,pre,2019-09-20,003415,쌍용양회우,2019-10-02,2019-10-07,-0.063,EARLY_FAIL
bma20_delay7,pre,2019-12-17,293780,압타바이오,2019-12-30,2020-01-08,-0.123,STOP
bma20_delay7,pre,2020-01-10,263720,디앤씨미디어,2020-01-22,2020-03-06,0.03491469194312796,MAX
bma20_delay7,pre,2020-04-22,222080,씨아이에스,2020-05-07,2020-06-15,0.19899501246882792,TRAIL
bma20_delay7,pre,2020-07-13,064290,인텍플러스,2020-07-23,2020-07-24,-0.063,EARLY_FAIL
bma20_delay7,pre,2020-11-09,004270,남성,2020-11-19,2020-12-24,-0.04437115839243499,TRAIL
bma20_delay7,pre,2021-04-27,006660,삼성공조,2021-05-10,2021-06-22,0.19144444444444444,MAX
bma20_delay7,train,2022-10-31,003670,포스코케미칼,2022-11-10,2022-12-12,-0.123,STOP
bma20_delay7,train,2023-03-24,009730,코센,2023-04-05,2023-05-04,0.33985714285714286,TRAIL
bma20_delay7,train,2023-05-31,336570,원텍,2023-06-13,2023-07-25,0.0895531914893617,MAX
bma20_delay7,train,2024-03-25,115450,HLB테라퓨틱스,2024-04-04,2024-04-09,-0.005846975088967972,TRAIL
bma20_delay7,train,2024-05-10,175140,휴먼테크놀로지,2024-05-23,2024-05-31,-0.123,STOP
bma20_delay7,train,2025-02-10,019660,글로본,2025-02-20,2025-03-17,-0.123,STOP
bma20_delay7,post,2025-09-24,089890,코세스,2025-10-13,2025-11-24,0.4448021978021978,MAX
bma20_delay7,post,2025-12-10,290740,액트로,2025-12-22,2026-05-19,0.11856295224312591,MAX
bma20_top5,pre,2013-02-22,048830,엔피케이,2013-03-05,2013-03-07,-0.063,EARLY_FAIL
bma20_top5,pre,2013-07-18,006840,AK홀딩스,2013-07-26,2013-09-09,0.1347840909090909,MAX
bma20_top5,pre,2013-09-26,029480,케이디씨,2013-10-07,2013-10-17,0.1252608695652174,TRAIL
bma20_top5,pre,2014-12-09,900070,글로벌에스엠,2014-12-18,2014-12-19,-0.063,EARLY_FAIL
bma20_top5,pre,2015-01-09,005110,한창,2015-01-19,2015-01-29,0.4742727272727273,TRAIL
bma20_top5,pre,2015-02-25,103230,에스앤더블류,2015-03-05,2015-03-09,0.06128571428571428,TRAIL
bma20_top5,pre,2015-04-29,049720,고려신용정보,2015-05-11,2015-05-29,-0.123,STOP
bma20_top5,pre,2016-03-15,043710,로켓모바일,2016-03-23,2016-04-11,0.4328974358974359,TRAIL
bma20_top5,pre,2016-09-23,137940,넥스트아이,2016-10-04,2016-10-28,-0.123,STOP
bma20_top5,pre,2017-02-23,008700,아남전자,2017-03-06,2017-04-04,1.1008251366120219,TRAIL
bma20_top5,pre,2017-11-16,007390,네이처셀,2017-11-24,2017-12-08,0.31606614785992215,TRAIL
bma20_top5,pre,2018-04-20,028300,에이치엘비,2018-04-30,2018-05-08,-0.123,STOP
bma20_top5,pre,2018-12-04,950110,SBI핀테크솔루션즈,2018-12-12,2018-12-13,-0.063,EARLY_FAIL
bma20_top5,pre,2020-01-17,066310,큐에스아이,2020-01-29,2020-02-27,-0.123,STOP
bma20_top5,pre,2020-12-21,001120,LG상사,2020-12-30,2021-02-16,0.10742944785276073,MAX
bma20_top5,pre,2021-06-17,036170,클라우드에어,2021-06-25,2021-06-29,-0.063,EARLY_FAIL
bma20_top5,train,2022-11-14,004360,세방,2022-11-22,2023-02-17,1.095434004474273,MAX
bma20_top5,train,2023-03-24,009730,코센,2023-04-03,2023-05-04,0.6176896551724138,TRAIL
bma20_top5,train,2023-05-31,356860,티엘비,2023-06-09,2023-07-21,0.12958426966292136,TRAIL
